"iid","is_male","attractiveness","sincerity","intelligence","fun","ambition"
456,FALSE,8,8,7,6,7
457,FALSE,6,2,7,7,3
458,FALSE,9,9,10,10,10
459,FALSE,NA,NA,NA,NA,NA
460,TRUE,NA,NA,NA,NA,NA
461,TRUE,6,7,7,7,6
462,TRUE,4,8,7,6,2
463,TRUE,5,5,5,5,5
464,TRUE,5,9,9,9,10
465,TRUE,NA,NA,NA,NA,NA
466,FALSE,7,7,7,7,7
467,FALSE,7,7,7,7,7
468,FALSE,8,9,8,7,8
469,FALSE,8,8,6,7,4
470,FALSE,4,7,7,7,9
471,FALSE,7,8,8,8,8
472,FALSE,8,7,7,10,9
473,FALSE,8,8,8,7,7
474,FALSE,9,9,9,10,6
475,FALSE,6,9,8,8,8
476,FALSE,NA,NA,NA,NA,NA
477,FALSE,6,8,6,6,7
478,FALSE,NA,NA,NA,NA,NA
479,FALSE,NA,NA,NA,NA,NA
480,FALSE,7,8,8,9,7
481,TRUE,8,7,9,8,6
482,TRUE,7,7,7,7,7
483,TRUE,8,10,10,10,10
484,TRUE,2,8,9,2,9
485,TRUE,10,9,9,8,8
486,TRUE,6,10,8,7,9
487,TRUE,7,9,8,6,5
488,TRUE,6,8,8,8,8
489,TRUE,7,8,9,8,10
490,TRUE,5,7,7,6,7
491,TRUE,8,7,8,8,8
492,TRUE,4,5,10,10,10
493,TRUE,7,7,8,8,8
494,TRUE,6,6,7,7,7
495,TRUE,8,9,9,8,9
496,FALSE,5,5,9,8,9
497,FALSE,NA,NA,NA,NA,NA
498,FALSE,NA,NA,NA,NA,NA
499,FALSE,9,10,10,9,4
500,FALSE,8,8,9,8,9
501,FALSE,8,8,8,8,9
502,TRUE,7,8,9,9,9
503,TRUE,5,8,10,3,3
504,TRUE,7,7,7,7,7
505,TRUE,NA,NA,NA,NA,NA
506,TRUE,6,8,8,7,9
507,TRUE,7,9,8,7,6
508,TRUE,8,8,9,8,9
509,FALSE,3,3,7,2,7
510,FALSE,7,10,8,6,5
511,FALSE,8,7,8,9,9
512,FALSE,7,7,7,9,6
513,FALSE,NA,NA,NA,NA,NA
514,FALSE,8,10,10,9,8
515,FALSE,8,10,10,7,8
516,FALSE,8,8,8,8,7
517,FALSE,8,9,9,7,6
518,FALSE,7,7,7,7,7
519,FALSE,NA,NA,NA,NA,NA
520,FALSE,8,9,7,6,6
521,FALSE,7,10,8,9,8
522,FALSE,7,8,9,9,7
523,FALSE,8,8,10,8,9
524,FALSE,6,10,8,8,8
525,FALSE,7,10,10,8,9
526,FALSE,5,5,5,9,6
527,FALSE,8,8,8,8,8
528,FALSE,9,8,9,9,9
529,FALSE,5,10,6,7,6
530,FALSE,3,8,9,8,8
531,TRUE,10,10,10,10,10
532,TRUE,NA,NA,NA,NA,NA
533,TRUE,8,9,9,8,8
534,TRUE,7,7,9,8,7
535,TRUE,7,8,7,7,6
536,TRUE,7,7,7,7,7
537,TRUE,8,9,9,8,9
538,TRUE,7,4,9,8,8
539,TRUE,8,8,8,8,8
540,TRUE,5,6,5,6,4
541,TRUE,5,8,10,10,8
542,TRUE,7,8,7,8,10
543,TRUE,7,8,8,8,8
544,TRUE,7,9,7,8,8
545,TRUE,9,7,9,8,7
546,TRUE,8,6,8,9,5
547,TRUE,NA,NA,NA,NA,NA
548,TRUE,8,9,10,10,8
549,TRUE,6,8,8,8,8
550,TRUE,7,4,6,7,7
551,TRUE,7,7,8,4,5
552,TRUE,9,3,7,6,9
