"iid","is_male","attractiveness","sincerity","intelligence","fun","ambition","shared_interests"
80,FALSE,NA,NA,NA,NA,NA,NA
81,FALSE,NA,NA,NA,NA,NA,NA
82,FALSE,NA,NA,NA,NA,NA,NA
83,FALSE,NA,NA,NA,NA,NA,NA
84,FALSE,NA,NA,NA,NA,NA,NA
85,FALSE,NA,NA,NA,NA,NA,NA
86,FALSE,NA,NA,NA,NA,NA,NA
87,FALSE,NA,NA,NA,NA,NA,NA
88,FALSE,NA,NA,NA,NA,NA,NA
89,FALSE,NA,NA,NA,NA,NA,NA
90,FALSE,NA,NA,NA,NA,NA,NA
91,FALSE,NA,NA,NA,NA,NA,NA
92,FALSE,NA,NA,NA,NA,NA,NA
93,FALSE,NA,NA,NA,NA,NA,NA
94,TRUE,NA,NA,NA,NA,NA,NA
95,TRUE,NA,NA,NA,NA,NA,NA
96,TRUE,NA,NA,NA,NA,NA,NA
97,TRUE,NA,NA,NA,NA,NA,NA
98,TRUE,NA,NA,NA,NA,NA,NA
99,TRUE,NA,NA,NA,NA,NA,NA
100,TRUE,NA,NA,NA,NA,NA,NA
101,TRUE,NA,NA,NA,NA,NA,NA
102,TRUE,NA,NA,NA,NA,NA,NA
103,TRUE,NA,NA,NA,NA,NA,NA
104,TRUE,NA,NA,NA,NA,NA,NA
105,TRUE,NA,NA,NA,NA,NA,NA
106,TRUE,NA,NA,NA,NA,NA,NA
107,TRUE,NA,NA,NA,NA,NA,NA
108,TRUE,NA,NA,NA,NA,NA,NA
109,TRUE,NA,NA,NA,NA,NA,NA
110,TRUE,NA,NA,NA,NA,NA,NA
111,TRUE,NA,NA,NA,NA,NA,NA
112,FALSE,NA,NA,NA,NA,NA,NA
113,FALSE,NA,NA,NA,NA,NA,NA
114,FALSE,NA,NA,NA,NA,NA,NA
115,FALSE,NA,NA,NA,NA,NA,NA
116,FALSE,NA,NA,NA,NA,NA,NA
117,FALSE,NA,NA,NA,NA,NA,NA
119,FALSE,NA,NA,NA,NA,NA,NA
120,FALSE,NA,NA,NA,NA,NA,NA
121,FALSE,NA,NA,NA,NA,NA,NA
122,TRUE,NA,NA,NA,NA,NA,NA
123,TRUE,NA,NA,NA,NA,NA,NA
124,TRUE,NA,NA,NA,NA,NA,NA
125,TRUE,NA,NA,NA,NA,NA,NA
126,TRUE,NA,NA,NA,NA,NA,NA
127,TRUE,NA,NA,NA,NA,NA,NA
128,TRUE,NA,NA,NA,NA,NA,NA
129,TRUE,NA,NA,NA,NA,NA,NA
130,TRUE,NA,NA,NA,NA,NA,NA
131,TRUE,NA,NA,NA,NA,NA,NA
132,FALSE,16.67,16.67,16.67,16.67,16.67,16.67
133,FALSE,12.77,17.02,19.15,17.02,14.89,19.15
134,FALSE,6.67,22.22,20,17.78,17.78,15.56
135,FALSE,18.18,22.73,18.18,13.64,13.64,13.64
136,FALSE,12.96,14.81,18.52,18.52,18.52,16.67
137,TRUE,16.67,16.67,16.67,18.75,12.5,18.75
138,TRUE,19.57,19.57,19.57,19.57,8.7,13.04
139,TRUE,23.81,23.81,14.29,23.81,2.38,11.9
140,TRUE,20,15.56,17.78,17.78,13.33,15.56
141,TRUE,20.93,20.93,18.6,18.6,4.65,16.28
142,FALSE,14.58,16.67,20.83,20.83,14.58,12.5
143,FALSE,NA,NA,NA,NA,NA,NA
144,FALSE,16.33,16.33,16.33,18.37,16.33,16.33
145,FALSE,14,20,20,18,14,14
146,FALSE,17.02,17.02,17.02,17.02,14.89,17.02
147,FALSE,18.75,16.67,18.75,16.67,16.67,12.5
148,FALSE,15.38,17.31,19.23,19.23,19.23,9.62
149,FALSE,NA,NA,NA,NA,NA,NA
150,FALSE,12.77,21.28,19.15,17.02,14.89,14.89
151,FALSE,NA,NA,NA,NA,NA,NA
152,FALSE,NA,NA,NA,NA,NA,NA
153,FALSE,16.28,16.28,18.6,13.95,18.6,16.28
154,FALSE,16,18,18,18,18,12
155,FALSE,14.58,18.75,18.75,14.58,18.75,14.58
156,FALSE,14.89,19.15,19.15,14.89,19.15,12.77
157,FALSE,14.58,16.67,16.67,16.67,18.75,16.67
158,TRUE,20.93,16.28,18.6,18.6,11.63,13.95
159,TRUE,17.02,21.28,19.15,14.89,14.89,12.77
160,TRUE,17.78,15.56,17.78,17.78,15.56,15.56
161,TRUE,20,20,15.56,20,13.33,11.11
162,TRUE,18.37,18.37,16.33,18.37,12.24,16.33
163,TRUE,13.89,13.89,22.22,16.67,19.44,13.89
164,TRUE,19.05,21.43,21.43,16.67,9.52,11.9
165,TRUE,18.18,18.18,22.73,13.64,9.09,18.18
166,TRUE,22.22,22.22,22.22,22.22,5.56,5.56
167,TRUE,NA,NA,NA,NA,NA,NA
168,TRUE,15.56,17.78,17.78,17.78,13.33,17.78
169,TRUE,NA,NA,NA,NA,NA,NA
170,TRUE,18.42,18.42,18.42,15.79,13.16,15.79
171,TRUE,23.81,11.9,19.05,21.43,16.67,7.14
172,TRUE,20.93,18.6,23.26,16.28,11.63,9.3
173,TRUE,17.02,17.02,17.02,17.02,17.02,14.89
174,FALSE,11.9,23.81,16.67,16.67,16.67,14.29
175,FALSE,16.67,16.67,16.67,16.67,16.67,16.67
176,FALSE,16.28,20.93,18.6,16.28,11.63,16.28
177,FALSE,16,16,18,18,20,12
178,FALSE,17.07,17.07,17.07,17.07,14.63,17.07
179,FALSE,19.05,16.67,19.05,16.67,16.67,11.9
180,FALSE,15.22,17.39,17.39,19.57,15.22,15.22
181,FALSE,15.38,19.23,19.23,19.23,15.38,11.54
182,FALSE,14,18,20,18,18,12
183,FALSE,14,18,18,18,16,16
184,TRUE,20.83,18.75,20.83,18.75,10.42,10.42
185,TRUE,19.23,17.31,13.46,19.23,11.54,19.23
186,TRUE,15.38,20.51,23.08,15.38,12.82,12.82
187,TRUE,19.23,19.23,17.31,13.46,13.46,17.31
188,TRUE,11.9,11.9,23.81,16.67,16.67,19.05
189,TRUE,16.67,16.67,16.67,16.67,16.67,16.67
190,TRUE,19.57,19.57,17.39,21.74,10.87,10.87
191,TRUE,21.28,19.15,19.15,19.15,17.02,4.26
192,TRUE,21.43,16.67,19.05,19.05,14.29,9.52
193,TRUE,23.26,20.93,20.93,11.63,11.63,11.63
194,FALSE,18.87,18.87,18.87,13.21,16.98,13.21
195,FALSE,16.67,12.5,20.83,20.83,12.5,16.67
196,FALSE,15.56,17.78,17.78,15.56,15.56,17.78
197,FALSE,14.58,16.67,18.75,20.83,14.58,14.58
198,FALSE,16.67,18.75,16.67,16.67,14.58,16.67
199,FALSE,24.39,2.44,21.95,14.63,21.95,14.63
200,FALSE,15.38,19.23,17.31,15.38,17.31,15.38
201,FALSE,16,18,16,16,16,18
202,FALSE,16,20,20,18,14,12
203,FALSE,15.69,19.61,19.61,19.61,19.61,5.88
204,FALSE,17.54,14.04,17.54,17.54,17.54,15.79
205,FALSE,18.18,18.18,18.18,18.18,11.36,15.91
206,FALSE,15.22,19.57,21.74,15.22,13.04,15.22
207,FALSE,17.65,13.73,17.65,19.61,19.61,11.76
208,FALSE,12.5,17.86,17.86,17.86,17.86,16.07
209,FALSE,13.04,19.57,15.22,19.57,15.22,17.39
210,FALSE,25.64,10.26,15.38,20.51,10.26,17.95
211,FALSE,16.36,18.18,16.36,18.18,16.36,14.55
212,FALSE,17.07,19.51,19.51,9.76,17.07,17.07
213,FALSE,16.07,17.86,17.86,16.07,17.86,14.29
214,TRUE,NA,NA,NA,NA,NA,NA
215,TRUE,15.56,17.78,20,20,15.56,11.11
216,TRUE,13.21,18.87,18.87,18.87,16.98,13.21
217,TRUE,26.32,15.79,18.42,21.05,2.63,15.79
218,TRUE,16.67,4.76,23.81,11.9,23.81,19.05
219,TRUE,19.51,12.2,17.07,19.51,14.63,17.07
220,TRUE,15.38,15.38,17.31,19.23,15.38,17.31
221,TRUE,15.91,18.18,18.18,15.91,18.18,13.64
222,TRUE,16.28,20.93,23.26,13.95,4.65,20.93
223,TRUE,19.05,16.67,19.05,19.05,9.52,16.67
224,TRUE,14.81,18.52,18.52,18.52,11.11,18.52
225,TRUE,17.39,15.22,15.22,19.57,17.39,15.22
226,TRUE,25.64,15.38,17.95,20.51,10.26,10.26
227,TRUE,18,16,16,18,16,16
228,TRUE,17.24,10.34,20.69,13.79,13.79,24.14
229,TRUE,21.62,21.62,24.32,16.22,8.11,8.11
230,TRUE,24.32,24.32,18.92,16.22,8.11,8.11
231,TRUE,18.42,21.05,21.05,15.79,10.53,13.16
232,TRUE,16.67,18.52,18.52,18.52,12.96,14.81
233,TRUE,14.89,17.02,17.02,17.02,17.02,17.02
234,FALSE,30,20,20,10,10,5
235,FALSE,15,20,20,20,15,10
236,FALSE,15,15,20,20,15,15
237,FALSE,10,20,25,10,20,15
238,FALSE,20,20,20,15,15,10
239,FALSE,10,20,20,20,10,20
240,FALSE,10,30,30,10,10,10
241,FALSE,35,5,15,25,15,5
242,FALSE,20,20,25,20,1,9
243,TRUE,20,20,20,25,5,10
244,TRUE,20,30,20,10,10,10
245,TRUE,18,12,25,15,14,16
246,TRUE,40,20,15,20,0.5,4.5
247,TRUE,25,30,10,10,0,25
248,TRUE,20,10,15,20,20,15
249,TRUE,20,20,18,17,10,15
250,TRUE,20,20,20,20,10,10
251,TRUE,20,20,20,20,15,5
252,FALSE,10,20,20,20,20,10
253,FALSE,20,15,10,10,10,25
254,FALSE,25,10,25,25,8,7
255,FALSE,20,20,20,20,20,20
256,FALSE,20,25,20,10,10,15
257,FALSE,15,10,40,5,15,15
258,FALSE,6,38,16,14,5,21
259,FALSE,17,18,18,16,15,12
260,FALSE,17,18,18,14,17,16
261,FALSE,25,10,20,20,5,20
262,FALSE,10,30,10,10,10,30
263,FALSE,NA,NA,NA,NA,NA,NA
264,FALSE,20,15,25,20,10,15
265,FALSE,45,10,10,15,10,10
266,FALSE,30,25,20,25,0,0
267,FALSE,40,25,10,10,5,10
268,FALSE,35,10,30,10,5,10
269,FALSE,15,10,30,15,15,15
270,FALSE,16,17,19,16,14,18
271,FALSE,15,15,30,10,20,10
272,FALSE,30,30,10,10,10,10
273,TRUE,30,28,20,15,4,3
274,TRUE,30,0,30,20,10,10
275,TRUE,20,10,20,10,20,20
276,TRUE,25,15,15,20,5,20
277,TRUE,60,10,5,20,0,5
278,TRUE,20,5,20,25,20,10
279,TRUE,25,20,30,15,5,5
280,TRUE,25,15,30,10,5,15
281,TRUE,20,15,20,15,15,20
282,TRUE,35,10,15,20,5,15
283,TRUE,30,10,30,10,10,10
284,TRUE,25,15,20,20,20,0
285,TRUE,30,20,10,10,20,10
286,TRUE,13,13,24,15,15,20
287,TRUE,20,12,12,20,11,25
288,TRUE,35,15,20,20,5,5
289,TRUE,15,25,10,20,10,20
290,TRUE,30,10,30,10,5,15
291,TRUE,20,15,15,20,10,20
292,TRUE,20,15,20,20,10,15
293,TRUE,25,15,20,15,15,10
294,FALSE,NA,NA,NA,NA,NA,NA
295,FALSE,NA,NA,NA,NA,NA,NA
296,FALSE,NA,NA,NA,NA,NA,NA
297,FALSE,NA,NA,NA,NA,NA,NA
298,FALSE,NA,NA,NA,NA,NA,NA
299,FALSE,NA,NA,NA,NA,NA,NA
300,FALSE,NA,NA,NA,NA,NA,NA
301,FALSE,NA,NA,NA,NA,NA,NA
302,FALSE,NA,NA,NA,NA,NA,NA
303,FALSE,NA,NA,NA,NA,NA,NA
304,FALSE,NA,NA,NA,NA,NA,NA
305,FALSE,NA,NA,NA,NA,NA,NA
306,FALSE,NA,NA,NA,NA,NA,NA
307,FALSE,NA,NA,NA,NA,NA,NA
308,TRUE,NA,NA,NA,NA,NA,NA
309,TRUE,NA,NA,NA,NA,NA,NA
310,TRUE,NA,NA,NA,NA,NA,NA
311,TRUE,NA,NA,NA,NA,NA,NA
312,TRUE,NA,NA,NA,NA,NA,NA
313,TRUE,NA,NA,NA,NA,NA,NA
314,TRUE,NA,NA,NA,NA,NA,NA
315,TRUE,NA,NA,NA,NA,NA,NA
316,TRUE,NA,NA,NA,NA,NA,NA
317,TRUE,NA,NA,NA,NA,NA,NA
318,TRUE,NA,NA,NA,NA,NA,NA
319,TRUE,NA,NA,NA,NA,NA,NA
320,TRUE,NA,NA,NA,NA,NA,NA
321,TRUE,NA,NA,NA,NA,NA,NA
322,FALSE,NA,NA,NA,NA,NA,NA
323,FALSE,NA,NA,NA,NA,NA,NA
324,FALSE,NA,NA,NA,NA,NA,NA
325,FALSE,NA,NA,NA,NA,NA,NA
326,FALSE,NA,NA,NA,NA,NA,NA
327,FALSE,NA,NA,NA,NA,NA,NA
328,FALSE,NA,NA,NA,NA,NA,NA
329,FALSE,NA,NA,NA,NA,NA,NA
330,FALSE,NA,NA,NA,NA,NA,NA
331,FALSE,NA,NA,NA,NA,NA,NA
332,TRUE,NA,NA,NA,NA,NA,NA
333,TRUE,NA,NA,NA,NA,NA,NA
334,TRUE,NA,NA,NA,NA,NA,NA
335,TRUE,NA,NA,NA,NA,NA,NA
336,TRUE,NA,NA,NA,NA,NA,NA
337,TRUE,NA,NA,NA,NA,NA,NA
338,TRUE,NA,NA,NA,NA,NA,NA
339,TRUE,NA,NA,NA,NA,NA,NA
340,TRUE,NA,NA,NA,NA,NA,NA
341,FALSE,NA,NA,NA,NA,NA,NA
342,FALSE,NA,NA,NA,NA,NA,NA
343,FALSE,NA,NA,NA,NA,NA,NA
344,FALSE,NA,NA,NA,NA,NA,NA
345,FALSE,NA,NA,NA,NA,NA,NA
346,FALSE,NA,NA,NA,NA,NA,NA
347,FALSE,NA,NA,NA,NA,NA,NA
348,FALSE,NA,NA,NA,NA,NA,NA
349,FALSE,NA,NA,NA,NA,NA,NA
350,FALSE,NA,NA,NA,NA,NA,NA
351,FALSE,NA,NA,NA,NA,NA,NA
352,FALSE,NA,NA,NA,NA,NA,NA
353,FALSE,NA,NA,NA,NA,NA,NA
354,FALSE,NA,NA,NA,NA,NA,NA
355,FALSE,NA,NA,NA,NA,NA,NA
356,FALSE,NA,NA,NA,NA,NA,NA
357,FALSE,NA,NA,NA,NA,NA,NA
358,FALSE,NA,NA,NA,NA,NA,NA
359,FALSE,NA,NA,NA,NA,NA,NA
360,FALSE,NA,NA,NA,NA,NA,NA
361,TRUE,NA,NA,NA,NA,NA,NA
362,TRUE,NA,NA,NA,NA,NA,NA
363,TRUE,NA,NA,NA,NA,NA,NA
364,TRUE,NA,NA,NA,NA,NA,NA
365,TRUE,NA,NA,NA,NA,NA,NA
366,TRUE,NA,NA,NA,NA,NA,NA
367,TRUE,NA,NA,NA,NA,NA,NA
368,TRUE,NA,NA,NA,NA,NA,NA
369,TRUE,NA,NA,NA,NA,NA,NA
370,TRUE,NA,NA,NA,NA,NA,NA
371,TRUE,NA,NA,NA,NA,NA,NA
372,TRUE,NA,NA,NA,NA,NA,NA
373,TRUE,NA,NA,NA,NA,NA,NA
374,TRUE,NA,NA,NA,NA,NA,NA
375,TRUE,NA,NA,NA,NA,NA,NA
376,TRUE,NA,NA,NA,NA,NA,NA
377,TRUE,NA,NA,NA,NA,NA,NA
378,TRUE,NA,NA,NA,NA,NA,NA
379,FALSE,30,30,10,5,5,20
380,FALSE,15,25,20,15,15,10
381,FALSE,15,10,10,40,5,20
382,FALSE,20,20,20,20,10,10
383,FALSE,30,20,20,10,10,10
384,FALSE,20,20,20,20,20,20
385,FALSE,30,5,20,20,20,5
386,FALSE,25,20,30,10,5,10
387,FALSE,25,10,20,15,15,15
388,FALSE,25,15,15,15,15,15
389,FALSE,10,50,10,15,0,15
390,FALSE,10,20,20,10,10,30
391,FALSE,60,0,20,10,10,0
392,FALSE,15,20,15,20,10,20
393,FALSE,8,20,30,25,12,15
394,FALSE,20,20,20,10,10,20
395,FALSE,30,15,20,10,15,10
396,FALSE,15,18,18,18,14,17
397,TRUE,17,20,20,21,10,12
398,TRUE,45,5,10,20,10,10
399,TRUE,50,5,10,10,10,5
400,TRUE,50,15,15,15,3,2
401,TRUE,55,0,20,20,0,5
402,TRUE,25,15,10,20,5,25
403,TRUE,20,20,15,15,10,20
404,TRUE,25,11,23,23,19,9
405,TRUE,20,20,20,20,10,10
406,TRUE,20,20,20,20,10,10
407,TRUE,50,10,10,10,10,10
408,TRUE,20,15,20,20,10,15
409,TRUE,15,15,20,20,10,20
410,TRUE,30,10,30,10,15,15
411,TRUE,80,0,0,20,0,0
412,TRUE,80,10,5,3,2,1
413,TRUE,20,15,30,15,10,10
414,TRUE,95,1,1,1,1,1
415,TRUE,NA,NA,NA,NA,NA,NA
416,FALSE,15,15,20,20,15,15
417,FALSE,15,15,15,15,10,30
418,FALSE,20,25,20,15,15,15
419,FALSE,20,20,20,10,5,25
420,FALSE,10,10,40,15,10,15
421,FALSE,20,15,30,10,15,10
422,TRUE,30,15,10,10,10,5
423,TRUE,30,10,20,10,20,10
424,TRUE,16,16,16,20,16,16
425,TRUE,17,20,18,16,13,16
426,TRUE,25,7,35,15,8,7
427,TRUE,40,20,20,10,5,5
428,TRUE,50,10,10,10,10,10
429,TRUE,50,10,10,10,10,10
430,FALSE,10,25,10,20,15,20
431,FALSE,15,15,25,15,15,15
432,FALSE,15,30,20,20,5,10
433,FALSE,25,20,20,20,5,10
434,FALSE,40,10,20,10,5,15
435,FALSE,30,10,20,20,10,10
436,FALSE,25,10,20,20,20,5
437,FALSE,15,15,25,10,10,25
438,FALSE,15,20,15,15,15,20
439,FALSE,30,10,30,10,10,10
440,TRUE,40,15,20,10,10,5
441,TRUE,60,10,15,15,0,0
442,TRUE,60,10,0,20,0,10
443,TRUE,40,20,10,20,10,0
444,TRUE,40,30,10,20,0,0
445,TRUE,50,10,15,10,5,5
446,TRUE,30,25,25,15,5,0
447,TRUE,25,30,20,15,0,10
448,TRUE,30,10,25,20,5,10
449,TRUE,50,6,9,35,0,0
450,TRUE,50,10,10,10,5,15
451,TRUE,20,30,20,15,5,10
452,TRUE,35,30,25,5,0,5
453,TRUE,20,20,15,15,15,15
454,FALSE,7,9,9,9,7,9
455,FALSE,3,8,8,7,8,5
456,FALSE,9,9,8,7,8,8
457,FALSE,8,0,8,8,4,10
458,FALSE,10,10,10,10,8,5
459,FALSE,10,5,5,10,5,10
460,TRUE,8,10,10,9,9,9
461,TRUE,8,8,7,9,6,6
462,TRUE,7,8,4,5,3,4
463,TRUE,5,5,5,5,5,5
464,TRUE,NA,NA,NA,NA,NA,NA
465,TRUE,8,9,8,7,6,7
466,FALSE,7,7,8,8,9,9
467,FALSE,NA,NA,NA,NA,NA,NA
468,FALSE,6,8,7,7,7,4
469,FALSE,8,8,6,7,4,6
470,FALSE,6,6,9,8,2,2
471,FALSE,7,6,9,7,8,10
472,FALSE,8,9,9,9,8,8
473,FALSE,8,9,9,9,9,8
474,FALSE,10,10,6,10,5,8
475,FALSE,6,5,7,6,7,7
476,FALSE,9,9,9,7,7,6
477,FALSE,8,8,6,8,7,6
478,FALSE,9,9,7,9,9,9
479,FALSE,6,8,8,8,7,8
480,FALSE,8,8,9,10,6,8
481,TRUE,7,7,6,8,1,7
482,TRUE,8,7,8,8,6,5
483,TRUE,9,10,10,10,5,5
484,TRUE,6,10,9,6,8,5
485,TRUE,10,9,10,9,10,10
486,TRUE,8,10,8,7,8,6
487,TRUE,5,8,7,7,6,8
488,TRUE,8,10,8,8,7,5
489,TRUE,9,9,9,9,10,5
490,TRUE,7,7,8,6,6,8
491,TRUE,7,7,7,8,7,7
492,TRUE,10,8,10,8,1,1
493,TRUE,10,7,7,10,7,10
494,TRUE,7,6,5,9,5,9
495,TRUE,7,7,6,7,6,6
496,FALSE,8,6,8,9,6,4
497,FALSE,7,9,10,10,9,6
498,FALSE,10,7,10,9,10,6
499,FALSE,8,10,10,10,2,9
500,FALSE,7,7,10,7,7,7
501,FALSE,8,7,8,8,8,9
502,TRUE,8,8,7,8,6,7
503,TRUE,7,7,10,2,2,4
504,TRUE,8,0,6,8,4,5
505,TRUE,10,9,9,9,10,5
506,TRUE,6,9,9,7,8,7
507,TRUE,7,9,8,9,7,5
508,TRUE,8,7,10,9,8,10
509,FALSE,NA,NA,NA,NA,NA,NA
510,FALSE,NA,NA,NA,NA,NA,NA
511,FALSE,NA,NA,NA,NA,NA,NA
512,FALSE,NA,NA,NA,NA,NA,NA
513,FALSE,NA,NA,NA,NA,NA,NA
514,FALSE,NA,NA,NA,NA,NA,NA
515,FALSE,NA,NA,NA,NA,NA,NA
516,FALSE,NA,NA,NA,NA,NA,NA
517,FALSE,NA,NA,NA,NA,NA,NA
518,FALSE,NA,NA,NA,NA,NA,NA
519,FALSE,NA,NA,NA,NA,NA,NA
520,FALSE,NA,NA,NA,NA,NA,NA
521,FALSE,NA,NA,NA,NA,NA,NA
522,FALSE,NA,NA,NA,NA,NA,NA
523,FALSE,NA,NA,NA,NA,NA,NA
524,FALSE,NA,NA,NA,NA,NA,NA
525,FALSE,NA,NA,NA,NA,NA,NA
526,FALSE,NA,NA,NA,NA,NA,NA
527,FALSE,NA,NA,NA,NA,NA,NA
528,FALSE,NA,NA,NA,NA,NA,NA
529,FALSE,NA,NA,NA,NA,NA,NA
530,FALSE,NA,NA,NA,NA,NA,NA
531,TRUE,NA,NA,NA,NA,NA,NA
532,TRUE,NA,NA,NA,NA,NA,NA
533,TRUE,NA,NA,NA,NA,NA,NA
534,TRUE,NA,NA,NA,NA,NA,NA
535,TRUE,NA,NA,NA,NA,NA,NA
536,TRUE,NA,NA,NA,NA,NA,NA
537,TRUE,NA,NA,NA,NA,NA,NA
538,TRUE,NA,NA,NA,NA,NA,NA
539,TRUE,NA,NA,NA,NA,NA,NA
540,TRUE,NA,NA,NA,NA,NA,NA
541,TRUE,NA,NA,NA,NA,NA,NA
542,TRUE,NA,NA,NA,NA,NA,NA
543,TRUE,NA,NA,NA,NA,NA,NA
544,TRUE,NA,NA,NA,NA,NA,NA
545,TRUE,NA,NA,NA,NA,NA,NA
546,TRUE,NA,NA,NA,NA,NA,NA
547,TRUE,NA,NA,NA,NA,NA,NA
548,TRUE,NA,NA,NA,NA,NA,NA
549,TRUE,NA,NA,NA,NA,NA,NA
550,TRUE,NA,NA,NA,NA,NA,NA
551,TRUE,NA,NA,NA,NA,NA,NA
552,TRUE,NA,NA,NA,NA,NA,NA
