"iid","is_male","attractiveness","sincerity","intelligence","fun","ambition","shared_interests"
159,TRUE,14.29,18.37,18.37,18.37,16.33,14.29
160,TRUE,NA,NA,NA,NA,NA,NA
161,TRUE,NA,NA,NA,NA,NA,NA
162,TRUE,NA,NA,NA,NA,NA,NA
163,TRUE,13.33,15.56,17.78,20,17.78,15.56
164,TRUE,NA,NA,NA,NA,NA,NA
165,TRUE,17.78,17.78,20,15.56,11.11,17.78
166,TRUE,16.67,16.67,16.67,16.67,16.67,16.67
167,TRUE,NA,NA,NA,NA,NA,NA
168,TRUE,NA,NA,NA,NA,NA,NA
169,TRUE,16.33,18.37,18.37,16.33,16.33,14.29
170,TRUE,16.28,20.93,20.93,16.28,11.63,13.95
171,TRUE,18.75,14.58,16.67,18.75,14.58,16.67
172,TRUE,NA,NA,NA,NA,NA,NA
173,TRUE,NA,NA,NA,NA,NA,NA
174,FALSE,13.64,22.73,15.91,15.91,15.91,15.91
175,FALSE,14.29,16.33,16.33,18.37,18.37,16.33
176,FALSE,NA,NA,NA,NA,NA,NA
177,FALSE,NA,NA,NA,NA,NA,NA
178,FALSE,NA,NA,NA,NA,NA,NA
179,FALSE,NA,NA,NA,NA,NA,NA
180,FALSE,14.55,18.18,18.18,18.18,16.36,14.55
181,FALSE,15.38,17.31,19.23,13.46,19.23,15.38
182,FALSE,16.67,16.67,16.67,16.67,16.67,16.67
183,FALSE,16.67,16.67,16.67,16.67,16.67,16.67
184,TRUE,17.02,19.15,17.02,17.02,12.77,17.02
185,TRUE,16.67,16.67,16.67,16.67,16.67,16.67
186,TRUE,18.92,21.62,21.62,10.81,13.51,13.51
187,TRUE,16.67,18.52,18.52,14.81,14.81,16.67
188,TRUE,15.22,15.22,19.57,15.22,17.39,17.39
189,TRUE,15.79,17.54,17.54,17.54,15.79,15.79
190,TRUE,NA,NA,NA,NA,NA,NA
191,TRUE,20.93,20.93,18.6,18.6,16.28,4.65
192,TRUE,23.26,20.93,16.28,20.93,9.3,9.3
193,TRUE,18.6,20.93,18.6,13.95,13.95,13.95
194,FALSE,16.98,18.87,18.87,15.09,16.98,13.21
195,FALSE,15.69,15.69,19.61,17.65,15.69,15.69
196,FALSE,NA,NA,NA,NA,NA,NA
197,FALSE,NA,NA,NA,NA,NA,NA
198,FALSE,15,15,20,20,15,15
199,FALSE,22.5,17.5,22.5,7.5,22.5,7.5
200,FALSE,NA,NA,NA,NA,NA,NA
201,FALSE,16.33,16.33,16.33,16.33,18.37,16.33
202,FALSE,13.73,19.61,19.61,17.65,15.69,13.73
203,FALSE,18.37,16.33,20.41,20.41,18.37,6.12
204,FALSE,18.52,14.81,16.67,18.52,14.81,16.67
205,FALSE,16.67,16.67,16.67,16.67,16.67,16.67
206,FALSE,15.91,15.91,20.45,15.91,15.91,15.91
207,FALSE,16.67,14.81,16.67,18.52,18.52,14.81
208,FALSE,NA,NA,NA,NA,NA,NA
209,FALSE,NA,NA,NA,NA,NA,NA
210,FALSE,22.5,15,15,12.5,15,20
211,FALSE,NA,NA,NA,NA,NA,NA
212,FALSE,15.22,17.39,17.39,17.39,17.39,15.22
213,FALSE,NA,NA,NA,NA,NA,NA
214,TRUE,16.67,20.83,16.67,20.83,14.58,10.42
215,TRUE,14.58,14.58,18.75,18.75,18.75,14.58
216,TRUE,NA,NA,NA,NA,NA,NA
217,TRUE,NA,NA,NA,NA,NA,NA
218,TRUE,NA,NA,NA,NA,NA,NA
219,TRUE,NA,NA,NA,NA,NA,NA
220,TRUE,16.67,16.67,16.67,16.67,16.67,16.67
221,TRUE,15.22,15.22,19.57,15.22,19.57,15.22
222,TRUE,NA,NA,NA,NA,NA,NA
223,TRUE,19.51,17.07,19.51,19.51,7.32,17.07
224,TRUE,17.65,19.61,15.69,19.61,9.8,17.65
225,TRUE,NA,NA,NA,NA,NA,NA
226,TRUE,25,15,17.5,17.5,12.5,12.5
227,TRUE,20,18,18,16,14,14
228,TRUE,NA,NA,NA,NA,NA,NA
229,TRUE,17.39,21.74,21.74,10.87,17.39,10.87
230,TRUE,18.92,21.62,21.62,16.22,10.81,10.81
231,TRUE,NA,NA,NA,NA,NA,NA
232,TRUE,16.33,18.37,18.37,18.37,14.29,14.29
233,TRUE,NA,NA,NA,NA,NA,NA
234,FALSE,15,10,20,20,15,20
235,FALSE,15,20,15,20,15,15
236,FALSE,NA,NA,NA,NA,NA,NA
237,FALSE,10,20,30,10,20,10
238,FALSE,20,20,20,10,10,20
239,FALSE,15,20,20,15,10,20
240,FALSE,10,30,30,10,10,10
241,FALSE,75,5,5,5,5,5
242,FALSE,20,20,20,20,2,18
243,TRUE,NA,NA,NA,NA,NA,NA
244,TRUE,25,25,20,10,5,15
245,TRUE,NA,NA,NA,NA,NA,NA
246,TRUE,33,15,15,25,7,5
247,TRUE,25,30,10,15,0,20
248,TRUE,25,10,20,20,15,10
249,TRUE,20,20,20,15,10,15
250,TRUE,NA,NA,NA,NA,NA,NA
251,TRUE,20,20,20,20,15,5
252,FALSE,NA,NA,NA,NA,NA,NA
253,FALSE,25,20,10,10,10,25
254,FALSE,NA,NA,NA,NA,NA,NA
255,FALSE,NA,NA,NA,NA,NA,NA
256,FALSE,NA,NA,NA,NA,NA,NA
257,FALSE,NA,NA,NA,NA,NA,NA
258,FALSE,NA,NA,NA,NA,NA,NA
259,FALSE,17,18,18,18,17,12
260,FALSE,18,16,18,16,16,16
261,FALSE,25,30,25,5,10,5
262,FALSE,10,30,20,15,5,20
263,FALSE,NA,NA,NA,NA,NA,NA
264,FALSE,15,20,25,20,10,10
265,FALSE,NA,NA,NA,NA,NA,NA
266,FALSE,NA,NA,NA,NA,NA,NA
267,FALSE,17,20,13,17,13,20
268,FALSE,25,15,20,20,10,10
269,FALSE,NA,NA,NA,NA,NA,NA
270,FALSE,16,16,18,17,15,18
271,FALSE,15,10,40,15,10,10
272,FALSE,NA,NA,NA,NA,NA,NA
273,TRUE,30,25,18,18,4,5
274,TRUE,30,10,20,15,10,15
275,TRUE,NA,NA,NA,NA,NA,NA
276,TRUE,25,15,25,15,5,15
277,TRUE,60,20,0,20,0,0
278,TRUE,15,15,20,20,15,15
279,TRUE,NA,NA,NA,NA,NA,NA
280,TRUE,20,20,25,15,8,12
281,TRUE,NA,NA,NA,NA,NA,NA
282,TRUE,NA,NA,NA,NA,NA,NA
283,TRUE,NA,NA,NA,NA,NA,NA
284,TRUE,30,30,30,15,15,10
285,TRUE,NA,NA,NA,NA,NA,NA
286,TRUE,NA,NA,NA,NA,NA,NA
287,TRUE,NA,NA,NA,NA,NA,NA
288,TRUE,30,20,20,20,5,5
289,TRUE,10,35,10,20,5,20
290,TRUE,NA,NA,NA,NA,NA,NA
291,TRUE,NA,NA,NA,NA,NA,NA
292,TRUE,NA,NA,NA,NA,NA,NA
293,TRUE,NA,NA,NA,NA,NA,NA
294,FALSE,NA,NA,NA,NA,NA,NA
295,FALSE,5,10,10,10,10,55
296,FALSE,15,15,25,15,15,15
297,FALSE,20,20,20,10,10,10
298,FALSE,NA,NA,NA,NA,NA,NA
299,FALSE,NA,NA,NA,NA,NA,NA
300,FALSE,NA,NA,NA,NA,NA,NA
301,FALSE,NA,NA,NA,NA,NA,NA
302,FALSE,25,25,25,20,5,0
303,FALSE,40,20,20,10,5,5
304,FALSE,10,20,15,30,15,10
305,FALSE,9,30,19,19,3,20
306,FALSE,18,22,20,15,10,15
307,FALSE,13,20,25,12,17,13
308,TRUE,NA,NA,NA,NA,NA,NA
309,TRUE,20,10,30,20,10,10
310,TRUE,NA,NA,NA,NA,NA,NA
311,TRUE,NA,NA,NA,NA,NA,NA
312,TRUE,NA,NA,NA,NA,NA,NA
313,TRUE,20,15,20,20,5,20
314,TRUE,20,15,25,15,10,15
315,TRUE,NA,NA,NA,NA,NA,NA
316,TRUE,25,20,15,25,10,5
317,TRUE,50,0,15,20,0,15
318,TRUE,NA,NA,NA,NA,NA,NA
319,TRUE,25,15,25,15,5,15
320,TRUE,NA,NA,NA,NA,NA,NA
321,TRUE,NA,NA,NA,NA,NA,NA
322,FALSE,5,65,15,5,5,5
323,FALSE,10,20,30,10,10,20
324,FALSE,NA,NA,NA,NA,NA,NA
325,FALSE,NA,NA,NA,NA,NA,NA
326,FALSE,NA,NA,NA,NA,NA,NA
327,FALSE,NA,NA,NA,NA,NA,NA
328,FALSE,30,20,20,10,10,10
329,FALSE,NA,NA,NA,NA,NA,NA
330,FALSE,NA,NA,NA,NA,NA,NA
331,FALSE,15,15,10,25,10,25
332,TRUE,60,10,5,10,10,5
333,TRUE,45,5,10,15,15,10
334,TRUE,NA,NA,NA,NA,NA,NA
335,TRUE,NA,NA,NA,NA,NA,NA
336,TRUE,50,20,20,3,3,4
337,TRUE,NA,NA,NA,NA,NA,NA
338,TRUE,NA,NA,NA,NA,NA,NA
339,TRUE,NA,NA,NA,NA,NA,NA
340,TRUE,NA,NA,NA,NA,NA,NA
341,FALSE,NA,NA,NA,NA,NA,NA
342,FALSE,NA,NA,NA,NA,NA,NA
343,FALSE,20,20,20,20,10,10
344,FALSE,NA,NA,NA,NA,NA,NA
345,FALSE,10,10,30,30,10,0
346,FALSE,NA,NA,NA,NA,NA,NA
347,FALSE,NA,NA,NA,NA,NA,NA
348,FALSE,NA,NA,NA,NA,NA,NA
349,FALSE,25,15,10,20,20,10
350,FALSE,NA,NA,NA,NA,NA,NA
351,FALSE,NA,NA,NA,NA,NA,NA
352,FALSE,NA,NA,NA,NA,NA,NA
353,FALSE,NA,NA,NA,NA,NA,NA
354,FALSE,15,15,15,20,15,20
355,FALSE,NA,NA,NA,NA,NA,NA
356,FALSE,NA,NA,NA,NA,NA,NA
357,FALSE,10,20,30,15,20,5
358,FALSE,NA,NA,NA,NA,NA,NA
359,FALSE,10,20,25,10,12,23
360,FALSE,20,30,10,10,10,20
361,TRUE,20,10,30,15,15,10
362,TRUE,NA,NA,NA,NA,NA,NA
363,TRUE,NA,NA,NA,NA,NA,NA
364,TRUE,NA,NA,NA,NA,NA,NA
365,TRUE,NA,NA,NA,NA,NA,NA
366,TRUE,NA,NA,NA,NA,NA,NA
367,TRUE,NA,NA,NA,NA,NA,NA
368,TRUE,20,10,20,10,20,20
369,TRUE,30,15,25,20,5,5
370,TRUE,NA,NA,NA,NA,NA,NA
371,TRUE,NA,NA,NA,NA,NA,NA
372,TRUE,NA,NA,NA,NA,NA,NA
373,TRUE,NA,NA,NA,NA,NA,NA
374,TRUE,NA,NA,NA,NA,NA,NA
375,TRUE,NA,NA,NA,NA,NA,NA
376,TRUE,30,10,20,20,10,10
377,TRUE,NA,NA,NA,NA,NA,NA
378,TRUE,NA,NA,NA,NA,NA,NA
379,FALSE,20,20,20,10,15,15
380,FALSE,NA,NA,NA,NA,NA,NA
381,FALSE,NA,NA,NA,NA,NA,NA
382,FALSE,NA,NA,NA,NA,NA,NA
383,FALSE,25,15,15,15,15,15
384,FALSE,30,10,10,10,10,30
385,FALSE,NA,NA,NA,NA,NA,NA
386,FALSE,15,20,20,15,10,20
387,FALSE,NA,NA,NA,NA,NA,NA
388,FALSE,NA,NA,NA,NA,NA,NA
389,FALSE,10,50,20,20,0,0
390,FALSE,NA,NA,NA,NA,NA,NA
391,FALSE,40,0,20,20,0,20
392,FALSE,NA,NA,NA,NA,NA,NA
393,FALSE,NA,NA,NA,NA,NA,NA
394,FALSE,20,20,20,10,10,20
395,FALSE,40,10,25,10,10,5
396,FALSE,NA,NA,NA,NA,NA,NA
397,TRUE,20,20,20,20,9,11
398,TRUE,45,5,15,25,5,5
399,TRUE,NA,NA,NA,NA,NA,NA
400,TRUE,NA,NA,NA,NA,NA,NA
401,TRUE,60,0,20,20,0,0
402,TRUE,20,25,20,15,15,5
403,TRUE,NA,NA,NA,NA,NA,NA
404,TRUE,22,25,22,22,5,4
405,TRUE,NA,NA,NA,NA,NA,NA
406,TRUE,NA,NA,NA,NA,NA,NA
407,TRUE,50,10,10,10,10,10
408,TRUE,NA,NA,NA,NA,NA,NA
409,TRUE,NA,NA,NA,NA,NA,NA
410,TRUE,NA,NA,NA,NA,NA,NA
411,TRUE,80,0,10,10,0,0
412,TRUE,NA,NA,NA,NA,NA,NA
413,TRUE,NA,NA,NA,NA,NA,NA
414,TRUE,NA,NA,NA,NA,NA,NA
415,TRUE,20,20,20,10,20,10
416,FALSE,15,15,20,15,15,20
417,FALSE,NA,NA,NA,NA,NA,NA
418,FALSE,20,20,20,15,10,15
419,FALSE,NA,NA,NA,NA,NA,NA
420,FALSE,10,20,25,15,15,15
421,FALSE,20,10,30,5,30,5
422,TRUE,NA,NA,NA,NA,NA,NA
423,TRUE,NA,NA,NA,NA,NA,NA
424,TRUE,NA,NA,NA,NA,NA,NA
425,TRUE,NA,NA,NA,NA,NA,NA
426,TRUE,NA,NA,NA,NA,NA,NA
427,TRUE,NA,NA,NA,NA,NA,NA
428,TRUE,NA,NA,NA,NA,NA,NA
429,TRUE,50,10,10,10,10,10
430,FALSE,10,25,15,20,10,20
431,FALSE,16,16,18,16,16,18
432,FALSE,NA,NA,NA,NA,NA,NA
433,FALSE,NA,NA,NA,NA,NA,NA
434,FALSE,50,5,20,10,5,10
435,FALSE,NA,NA,NA,NA,NA,NA
436,FALSE,NA,NA,NA,NA,NA,NA
437,FALSE,NA,NA,NA,NA,NA,NA
438,FALSE,15,15,15,18,17,20
439,FALSE,50,5,15,10,5,15
440,TRUE,NA,NA,NA,NA,NA,NA
441,TRUE,50,15,15,15,0,5
442,TRUE,NA,NA,NA,NA,NA,NA
443,TRUE,NA,NA,NA,NA,NA,NA
444,TRUE,NA,NA,NA,NA,NA,NA
445,TRUE,50,10,15,10,5,10
446,TRUE,NA,NA,NA,NA,NA,NA
447,TRUE,NA,NA,NA,NA,NA,NA
448,TRUE,30,10,25,20,5,10
449,TRUE,NA,NA,NA,NA,NA,NA
450,TRUE,50,10,10,10,5,15
451,TRUE,NA,NA,NA,NA,NA,NA
452,TRUE,NA,NA,NA,NA,NA,NA
453,TRUE,NA,NA,NA,NA,NA,NA
454,FALSE,10,20,20,20,10,20
455,FALSE,NA,NA,NA,NA,NA,NA
456,FALSE,NA,NA,NA,NA,NA,NA
457,FALSE,NA,NA,NA,NA,NA,NA
458,FALSE,70,0,30,0,0,0
459,FALSE,20,50,10,10,0,10
460,TRUE,15,15,20,15,15,20
461,TRUE,NA,NA,NA,NA,NA,NA
462,TRUE,30,30,10,20,0,10
463,TRUE,NA,NA,NA,NA,NA,NA
464,TRUE,NA,NA,NA,NA,NA,NA
465,TRUE,NA,NA,NA,NA,NA,NA
466,FALSE,NA,NA,NA,NA,NA,NA
467,FALSE,20,20,20,20,20,0
468,FALSE,15,20,20,15,15,15
469,FALSE,40,20,10,10,0,10
470,FALSE,NA,NA,NA,NA,NA,NA
471,FALSE,NA,NA,NA,NA,NA,NA
472,FALSE,NA,NA,NA,NA,NA,NA
473,FALSE,NA,NA,NA,NA,NA,NA
474,FALSE,NA,NA,NA,NA,NA,NA
475,FALSE,NA,NA,NA,NA,NA,NA
476,FALSE,30,20,20,10,10,10
477,FALSE,NA,NA,NA,NA,NA,NA
478,FALSE,NA,NA,NA,NA,NA,NA
479,FALSE,NA,NA,NA,NA,NA,NA
480,FALSE,NA,NA,NA,NA,NA,NA
481,TRUE,20,20,20,20,0,20
482,TRUE,NA,NA,NA,NA,NA,NA
483,TRUE,NA,NA,NA,NA,NA,NA
484,TRUE,5,15,25,25,20,10
485,TRUE,NA,NA,NA,NA,NA,NA
486,TRUE,20,25,20,15,15,5
487,TRUE,NA,NA,NA,NA,NA,NA
488,TRUE,NA,NA,NA,NA,NA,NA
489,TRUE,NA,NA,NA,NA,NA,NA
490,TRUE,NA,NA,NA,NA,NA,NA
491,TRUE,50,10,10,10,10,10
492,TRUE,50,5,30,15,5,5
493,TRUE,NA,NA,NA,NA,NA,NA
494,TRUE,NA,NA,NA,NA,NA,NA
495,TRUE,NA,NA,NA,NA,NA,NA
496,FALSE,NA,NA,NA,NA,NA,NA
497,FALSE,NA,NA,NA,NA,NA,NA
498,FALSE,NA,NA,NA,NA,NA,NA
499,FALSE,20,20,20,20,5,15
500,FALSE,NA,NA,NA,NA,NA,NA
501,FALSE,40,5,10,10,10,25
502,TRUE,NA,NA,NA,NA,NA,NA
503,TRUE,30,30,40,0,0,0
504,TRUE,NA,NA,NA,NA,NA,NA
505,TRUE,NA,NA,NA,NA,NA,NA
506,TRUE,NA,NA,NA,NA,NA,NA
507,TRUE,30,20,20,20,5,5
508,TRUE,NA,NA,NA,NA,NA,NA
509,FALSE,NA,NA,NA,NA,NA,NA
510,FALSE,40,15,20,10,5,10
511,FALSE,NA,NA,NA,NA,NA,NA
512,FALSE,NA,NA,NA,NA,NA,NA
513,FALSE,NA,NA,NA,NA,NA,NA
514,FALSE,50,30,10,10,0,0
515,FALSE,NA,NA,NA,NA,NA,NA
516,FALSE,NA,NA,NA,NA,NA,NA
517,FALSE,NA,NA,NA,NA,NA,NA
518,FALSE,NA,NA,NA,NA,NA,NA
519,FALSE,NA,NA,NA,NA,NA,NA
520,FALSE,25,15,25,15,5,15
521,FALSE,15,20,15,20,15,15
522,FALSE,NA,NA,NA,NA,NA,NA
523,FALSE,NA,NA,NA,NA,NA,NA
524,FALSE,15,15,20,15,20,15
525,FALSE,NA,NA,NA,NA,NA,NA
526,FALSE,50,10,10,10,10,10
527,FALSE,NA,NA,NA,NA,NA,NA
528,FALSE,30,15,20,15,10,10
529,FALSE,10,25,20,10,15,20
530,FALSE,15,15,15,15,15,25
531,TRUE,NA,NA,NA,NA,NA,NA
532,TRUE,20,20,10,20,10,20
533,TRUE,NA,NA,NA,NA,NA,NA
534,TRUE,NA,NA,NA,NA,NA,NA
535,TRUE,NA,NA,NA,NA,NA,NA
536,TRUE,NA,NA,NA,NA,NA,NA
537,TRUE,20,10,25,20,5,20
538,TRUE,NA,NA,NA,NA,NA,NA
539,TRUE,NA,NA,NA,NA,NA,NA
540,TRUE,20,20,20,20,10,10
541,TRUE,NA,NA,NA,NA,NA,NA
542,TRUE,NA,NA,NA,NA,NA,NA
543,TRUE,NA,NA,NA,NA,NA,NA
544,TRUE,NA,NA,NA,NA,NA,NA
545,TRUE,20,20,20,20,10,10
546,TRUE,40,0,10,30,0,20
547,TRUE,NA,NA,NA,NA,NA,NA
548,TRUE,40,10,20,10,0,20
549,TRUE,30,10,20,30,5,5
550,TRUE,NA,NA,NA,NA,NA,NA
551,TRUE,NA,NA,NA,NA,NA,NA
552,TRUE,70,0,20,10,0,0
