"iid","partner_id","match","is_male","would_meet_partner_again","partner_attractiveness","partner_sincerity","partner_intelligence","partner_fun","partner_ambition","partner_shared_interests","liking_towards_partner","how_probable_partner_will_say_yes","has_met_partner_before","estimated_num_matches"
7,19,TRUE,FALSE,TRUE,6,6,8,8,8,6,6,6,FALSE,2
7,20,FALSE,FALSE,TRUE,8,6,7,7,8,6,7,5,FALSE,2
8,11,FALSE,FALSE,TRUE,5,8,7,4,7,5,4,5,FALSE,NA
8,12,TRUE,FALSE,TRUE,8,7,7,9,6,7,8,7,FALSE,NA
8,13,TRUE,FALSE,TRUE,5,8,8,6,7,7,5,5,FALSE,NA
8,14,TRUE,FALSE,TRUE,8,6,5,6,6,5,5,6,FALSE,NA
8,15,TRUE,FALSE,TRUE,6,8,8,5,6,7,6,5,FALSE,NA
8,16,TRUE,FALSE,TRUE,6,8,8,5,6,7,6,5,FALSE,NA
8,17,FALSE,FALSE,TRUE,6,7,8,5,7,7,6,6,FALSE,NA
8,18,TRUE,FALSE,TRUE,5,6,7,4,5,6,5,4,FALSE,NA
8,19,TRUE,FALSE,TRUE,8,8,5,9,8,9,7,10,FALSE,NA
8,20,TRUE,FALSE,TRUE,7,6,8,7,9,8,8,7,FALSE,NA
9,11,FALSE,FALSE,TRUE,8,10,9,8,7,6,5,5,FALSE,1
9,12,TRUE,FALSE,TRUE,10,10,10,10,10,10,10,5,FALSE,1
9,13,TRUE,FALSE,TRUE,5,10,10,6,6,6,8,5,FALSE,1
9,14,TRUE,FALSE,TRUE,10,9,8,8,7,7,7,5,FALSE,1
9,15,TRUE,FALSE,TRUE,5,10,8,8,5,5,5,5,FALSE,1
9,16,TRUE,FALSE,TRUE,8,9,9,7,6,5,6,5,FALSE,1
9,17,TRUE,FALSE,TRUE,6,8,9,6,6,6,7,5,FALSE,1
9,18,FALSE,FALSE,TRUE,6,7,8,7,9,6,7,5,FALSE,1
9,19,TRUE,FALSE,TRUE,8,5,5,6,5,5,7,6,FALSE,1
9,20,FALSE,FALSE,TRUE,7,8,7,8,7,8,8,5,FALSE,1
10,11,FALSE,FALSE,FALSE,6,10,10,6,6,NA,6,3,FALSE,NA
10,12,FALSE,FALSE,FALSE,1,1,1,1,1,NA,1,1,TRUE,NA
10,13,TRUE,FALSE,TRUE,6,10,10,10,6,NA,7,6,FALSE,NA
10,14,FALSE,FALSE,FALSE,10,10,10,10,10,NA,10,1,TRUE,NA
10,15,FALSE,FALSE,FALSE,5,7,7,7,7,NA,6,1,FALSE,NA
10,16,FALSE,FALSE,FALSE,5,10,6,4,6,NA,6,1,FALSE,NA
10,17,FALSE,FALSE,TRUE,5,10,8,6,9,NA,7,1,FALSE,NA
10,18,FALSE,FALSE,FALSE,5,6,6,4,5,NA,5,5,FALSE,NA
10,19,TRUE,FALSE,TRUE,9,9,9,9,9,9,9,9,FALSE,NA
10,20,FALSE,FALSE,TRUE,9,9,8,10,8,8,9,10,FALSE,NA
11,1,FALSE,TRUE,FALSE,6,8,8,8,8,6,7,4,FALSE,0
11,2,FALSE,TRUE,FALSE,8,7,6,9,7,4,7,2,FALSE,0
11,3,FALSE,TRUE,FALSE,7,8,6,5,8,4,5,2,TRUE,0
11,4,FALSE,TRUE,FALSE,6,7,8,7,7,5,6,3,FALSE,0
11,5,FALSE,TRUE,FALSE,6,8,8,8,7,6,6,5,FALSE,0
11,6,FALSE,TRUE,FALSE,7,9,8,9,8,4,7,4,FALSE,0
11,7,FALSE,TRUE,FALSE,7,8,8,8,7,7,7,4,FALSE,0
11,8,FALSE,TRUE,FALSE,8,7,6,6,6,5,7,4,FALSE,0
11,9,FALSE,TRUE,FALSE,6,8,7,8,7,5,6,4,FALSE,0
11,10,FALSE,TRUE,FALSE,7,8,7,8,6,5,6,3,FALSE,0
12,1,FALSE,TRUE,FALSE,7,8,10,7,7,5,8,4,FALSE,3
12,2,FALSE,TRUE,FALSE,7,6,10,6,6,5,8,4,FALSE,3
12,3,FALSE,TRUE,FALSE,6,7,10,6,6,5,7,3,FALSE,3
12,4,FALSE,TRUE,FALSE,6,5,10,6,6,5,6,3,TRUE,3
12,5,FALSE,TRUE,FALSE,6,7,10,7,6,5,7,4,TRUE,3
12,6,FALSE,TRUE,FALSE,6,8,10,6,7,6,7,4,FALSE,3
12,7,FALSE,TRUE,TRUE,7,9,10,6,6,5,8,4,TRUE,3
12,8,TRUE,TRUE,TRUE,8,8,10,7,6,5,9,4,FALSE,3
12,9,TRUE,TRUE,TRUE,8,8,10,7,6,5,8,4,FALSE,3
12,10,FALSE,TRUE,FALSE,1,1,1,1,1,1,1,1,FALSE,3
13,1,TRUE,TRUE,TRUE,10,10,10,10,10,10,10,10,TRUE,NA
13,2,FALSE,TRUE,TRUE,10,10,10,10,10,10,10,10,FALSE,NA
13,3,FALSE,TRUE,TRUE,10,10,10,10,10,10,10,10,FALSE,NA
13,4,FALSE,TRUE,TRUE,10,10,10,10,10,10,10,10,NA,NA
13,5,FALSE,TRUE,TRUE,10,10,10,10,10,10,10,10,TRUE,NA
13,6,FALSE,TRUE,TRUE,10,10,10,10,10,10,10,10,TRUE,NA
13,7,FALSE,TRUE,TRUE,10,10,10,10,10,10,10,10,NA,NA
13,8,TRUE,TRUE,TRUE,10,10,10,10,10,10,10,10,FALSE,NA
13,9,TRUE,TRUE,TRUE,10,10,10,10,10,10,10,10,FALSE,NA
13,10,TRUE,TRUE,TRUE,10,10,10,10,10,10,10,10,FALSE,NA
14,1,TRUE,TRUE,TRUE,7,8,9,8,9,8,7,7,FALSE,NA
14,2,TRUE,TRUE,TRUE,9,9,9,9,9,9,9,7,FALSE,NA
14,3,FALSE,TRUE,TRUE,7,9,8,8,8,8,7,7,FALSE,NA
14,4,TRUE,TRUE,TRUE,7,7,7,9,9,9,8,10,TRUE,NA
14,5,TRUE,TRUE,TRUE,6,8,6,8,10,10,7,7,TRUE,NA
14,6,TRUE,TRUE,TRUE,6,8,8,7,9,8,7,7,FALSE,NA
14,7,TRUE,TRUE,TRUE,8,8,9,8,9,9,8,7,TRUE,NA
14,8,TRUE,TRUE,TRUE,8,8,8,8,8,7,8,7,FALSE,NA
14,9,TRUE,TRUE,TRUE,7,8,7,8,8,7,7,7,FALSE,NA
14,10,FALSE,TRUE,TRUE,7,8,7,9,8,8,7,7,TRUE,NA
15,1,TRUE,TRUE,TRUE,8,7,9,6,9,7,8,6,FALSE,NA
15,2,FALSE,TRUE,TRUE,10,10,10,10,7,8,10,1,TRUE,NA
15,3,FALSE,TRUE,TRUE,6,10,8,6,NA,NA,6,1,FALSE,NA
15,4,FALSE,TRUE,TRUE,8,8,9,8,8,9,9,7,FALSE,NA
15,5,FALSE,TRUE,FALSE,5,9,9,7,9,5,5,7,FALSE,NA
15,6,FALSE,TRUE,TRUE,9,7,9,7,9,6,9,2,TRUE,NA
15,7,FALSE,TRUE,TRUE,8,7,9,6,9,5,8,4,FALSE,NA
15,8,TRUE,TRUE,TRUE,9,9,8,9,NA,7,9,7,FALSE,NA
15,9,TRUE,TRUE,TRUE,7,9,8,9,7,7,7,8,FALSE,NA
15,10,FALSE,TRUE,TRUE,6,9,9,7,8,NA,6,6,FALSE,NA
16,1,FALSE,TRUE,TRUE,7,7,8,8,7,7,7,6,FALSE,3
16,2,FALSE,TRUE,TRUE,7,8,7,5,7,7,7,5,FALSE,3
16,3,FALSE,TRUE,TRUE,7,6,6,6,6,6,6,7,FALSE,3
16,4,FALSE,TRUE,TRUE,6,6,7,7,8,7,6,6,FALSE,3
16,5,FALSE,TRUE,FALSE,5,8,7,7,7,7,6,7,FALSE,3
16,6,FALSE,TRUE,TRUE,6,6,8,8,8,7,6,6,FALSE,3
16,7,FALSE,TRUE,TRUE,8,8,8,6,6,6,7,7,FALSE,3
16,8,TRUE,TRUE,TRUE,8,7,7,7,8,7,7,6,FALSE,3
16,9,TRUE,TRUE,TRUE,6,6,7,8,7,7,6,5,FALSE,3
16,10,FALSE,TRUE,FALSE,NA,8,7,7,7,7,6,6,FALSE,3
17,1,FALSE,TRUE,FALSE,3,6,7,5,8,7,2,1,FALSE,1
17,2,FALSE,TRUE,FALSE,5,3,4,3,5,3,4,3,FALSE,1
17,3,FALSE,TRUE,FALSE,6,3,5,4,5,4,2,2,FALSE,1
17,4,FALSE,TRUE,TRUE,7,6,3,5,6,5,6,4,FALSE,1
17,5,FALSE,TRUE,FALSE,2,3,4,4,5,3,3,3,FALSE,1
17,6,FALSE,TRUE,FALSE,5,6,8,4,5,4,3,3,FALSE,1
17,7,FALSE,TRUE,FALSE,7,6,5,4,4,3,5,4,FALSE,1
17,8,FALSE,TRUE,FALSE,6,4,7,5,6,4,4,4,FALSE,1
17,9,TRUE,TRUE,TRUE,8,6,7,8,6,5,8,4,FALSE,1
17,10,FALSE,TRUE,FALSE,7,7,4,3,4,4,3,6,FALSE,1
18,1,FALSE,TRUE,FALSE,6,7,5,6,8,6,7,5,FALSE,2
18,2,FALSE,TRUE,TRUE,7,7,7,7,7,5,7,6,FALSE,2
18,3,FALSE,TRUE,FALSE,4,5,6,4,6,4,5,1,FALSE,2
18,4,FALSE,TRUE,FALSE,6,7,8,6,6,5,7,7,FALSE,2
18,5,FALSE,TRUE,FALSE,5,5,6,5,5,5,6,5,FALSE,2
18,6,FALSE,TRUE,FALSE,6,7,8,7,8,5,7,6,FALSE,2
18,7,FALSE,TRUE,TRUE,8,7,6,7,7,5,7,5,FALSE,2
18,8,TRUE,TRUE,TRUE,9,8,8,8,7,5,7,5,FALSE,2
18,9,FALSE,TRUE,FALSE,7,7,7,7,6,5,7,5,FALSE,2
18,10,FALSE,TRUE,FALSE,6,6,6,6,6,5,7,6,FALSE,2
19,1,TRUE,TRUE,TRUE,7,7,8,8,8,9,6.5,8,FALSE,NA
19,2,TRUE,TRUE,TRUE,8,6,9,9,8,7,8,8,FALSE,NA
19,3,FALSE,TRUE,TRUE,7,7,6,8,7,7,7,7,FALSE,NA
19,4,TRUE,TRUE,TRUE,7,7,7,10,9,10,8,8,FALSE,NA
19,5,TRUE,TRUE,TRUE,5,9,9,9,9,6,7,7,FALSE,NA
19,6,TRUE,TRUE,TRUE,6,7,7,6,6,6,6,6,FALSE,NA
19,7,TRUE,TRUE,TRUE,9,7,9,9,9,10,9,9,FALSE,NA
19,8,TRUE,TRUE,TRUE,8,7,8,10,8,10,8,8,FALSE,NA
19,9,TRUE,TRUE,TRUE,6,6,6,7,6,6,6,6,FALSE,NA
19,10,TRUE,TRUE,TRUE,7,7,7,7,6,6,7,8,FALSE,NA
20,1,FALSE,TRUE,FALSE,6,6,6,6,6,6,6,6,FALSE,1
20,2,FALSE,TRUE,FALSE,6,5,7,7,9,7,6,9,FALSE,1
20,3,FALSE,TRUE,FALSE,5,6,8,5,8,6,5,5,FALSE,1
20,4,FALSE,TRUE,FALSE,7,8,8,7,8,7,7,7,FALSE,1
20,5,FALSE,TRUE,FALSE,3,10,7,7,10,5,4,10,FALSE,1
20,6,FALSE,TRUE,FALSE,7,10,10,6,10,7,6,7,FALSE,1
20,7,FALSE,TRUE,FALSE,7,6,8,6,8,7,7,7,FALSE,1
20,8,TRUE,TRUE,TRUE,8,10,9,9,8,8,8,8,FALSE,1
20,9,FALSE,TRUE,FALSE,5,6,6,6,6,6,6,6,FALSE,1
20,10,FALSE,TRUE,FALSE,6,6,6,6,6,6,7,7,FALSE,1
21,40,FALSE,FALSE,FALSE,6,8,7,9,5,7,9,1,TRUE,0
21,41,FALSE,FALSE,FALSE,5,8,7,5,9,5,7,2,FALSE,0
21,42,FALSE,FALSE,TRUE,8,9,8,8,7,6,9,3,NA,0
21,43,FALSE,FALSE,FALSE,5,8,8,4,9,3,6,1,FALSE,0
21,44,FALSE,FALSE,FALSE,7,7,8,5,7,2,6,1,FALSE,0
21,45,FALSE,FALSE,FALSE,6,8,8,6,8,4,5,2,FALSE,0
21,46,FALSE,FALSE,FALSE,6,8,8,6,8,5,8,2,FALSE,0
21,47,FALSE,FALSE,FALSE,4,7,7,4,7,3,5,1,FALSE,0
21,48,FALSE,FALSE,FALSE,7,7,7,5,6,3,6,1,FALSE,0
21,49,FALSE,FALSE,TRUE,9,9,10,9,9,8,9,5,FALSE,0
21,50,FALSE,FALSE,FALSE,5,7,7,7,7,6,6,1,FALSE,0
21,51,FALSE,FALSE,FALSE,7,4,6,4,4,2,2,1,FALSE,0
21,52,FALSE,FALSE,FALSE,5,8,8,5,8,2,6,1,FALSE,0
21,53,FALSE,FALSE,FALSE,6,8,7,7,7,2,6,1,FALSE,0
21,54,FALSE,FALSE,FALSE,6,8,7,6,8,2,6,1,FALSE,0
21,55,FALSE,FALSE,FALSE,5,9,9,8,9,5,8,3,FALSE,0
22,40,FALSE,FALSE,FALSE,5,7,7,6,7,5,6,4,FALSE,2
22,41,FALSE,FALSE,FALSE,4,7,6,6,7,2,3,3,FALSE,2
22,42,FALSE,FALSE,FALSE,5,6,6,5,6,3,3,2,FALSE,2
22,43,FALSE,FALSE,FALSE,5,7,7,5,7,3,4,3,FALSE,2
22,44,TRUE,FALSE,TRUE,6,8,8,7,7,6,6,6,FALSE,2
22,45,TRUE,FALSE,TRUE,6,7,7,4,6,6,6,6,FALSE,2
22,46,FALSE,FALSE,TRUE,8,7,7,7,6,7,7,4,FALSE,2
22,47,FALSE,FALSE,FALSE,5,7,7,6,6,5,5,4,FALSE,2
22,48,FALSE,FALSE,TRUE,7,7,7,7,7,6,7,4,FALSE,2
22,49,FALSE,FALSE,FALSE,6,7,7,5,7,4,5,3,FALSE,2
22,50,FALSE,FALSE,TRUE,5,6,7,7,7,7,6,6,FALSE,2
22,51,FALSE,FALSE,FALSE,3,4,5,4,4,2,2,1,FALSE,2
22,52,FALSE,FALSE,FALSE,3,6,7,5,5,4,2,2,FALSE,2
22,53,FALSE,FALSE,TRUE,7,7,8,6,7,8,8,5,FALSE,2
22,54,FALSE,FALSE,FALSE,4,5,5,4,5,4,4,2,FALSE,2
22,55,FALSE,FALSE,TRUE,6,7,7,7,7,7,7,6,FALSE,2
23,40,FALSE,FALSE,TRUE,5,7,6,6,6,7,8,6,FALSE,3
23,41,FALSE,FALSE,FALSE,5,7,7,6,6,7,7,6,FALSE,3
23,42,FALSE,FALSE,TRUE,6,6,7,6,6,6,6.5,5,FALSE,3
23,43,TRUE,FALSE,TRUE,5,7,8,6,6,7,7,6,FALSE,3
23,44,TRUE,FALSE,TRUE,7,7,7,6,6,9,9,10,TRUE,3
23,45,TRUE,FALSE,TRUE,6,7,7,6,7,5,7,5,FALSE,3
23,46,FALSE,FALSE,TRUE,7,6,7,7,7,6,7,5,FALSE,3
23,47,FALSE,FALSE,FALSE,5,6,7,6,6,6,6,5,FALSE,3
23,48,FALSE,FALSE,FALSE,6,6,6,8,6,5,6,5,FALSE,3
23,49,FALSE,FALSE,TRUE,7,7,6,7,6,7,8,6,FALSE,3
23,50,FALSE,FALSE,TRUE,6,6,7,8,8,7,7,5,FALSE,3
23,51,FALSE,FALSE,FALSE,7,6,5,4,4,4,6,4,FALSE,3
23,52,FALSE,FALSE,FALSE,6,6,5,7,5,6,6,5,FALSE,3
23,53,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
23,54,FALSE,FALSE,FALSE,6,7,6,6,5,5,6,4,FALSE,3
23,55,FALSE,FALSE,FALSE,6,8,7,6,7,5,6,5,FALSE,3
24,40,FALSE,FALSE,FALSE,5,6,7,7,7,NA,6,3,FALSE,1
24,41,FALSE,FALSE,FALSE,7,8,NA,NA,8,NA,8,4,FALSE,1
24,42,FALSE,FALSE,FALSE,6,8,NA,7,NA,NA,7,5,FALSE,1
24,43,FALSE,FALSE,FALSE,7,8,8,8,NA,NA,7,5,FALSE,1
24,44,FALSE,FALSE,FALSE,5,8,8,NA,8,6,7,7,FALSE,1
24,45,FALSE,FALSE,FALSE,7,7,8,NA,8,NA,8,6,FALSE,1
24,46,FALSE,FALSE,TRUE,9,8,7,8,NA,8,8,7,FALSE,1
24,47,FALSE,FALSE,FALSE,5,7,7,7,7,7,7,7,FALSE,1
24,48,FALSE,FALSE,FALSE,7,7,7,8,7,NA,7,6,FALSE,1
24,49,FALSE,FALSE,FALSE,6,NA,NA,8,NA,6,6,5,FALSE,1
24,50,FALSE,FALSE,FALSE,6,8,NA,8,NA,NA,7,7,FALSE,1
24,51,FALSE,FALSE,FALSE,6,6,8,7,8,NA,7,7,FALSE,1
24,52,FALSE,FALSE,FALSE,4,NA,NA,6,8,7,7,6,FALSE,1
24,53,FALSE,FALSE,TRUE,8,NA,NA,7,8,8,8,7,FALSE,1
24,54,FALSE,FALSE,FALSE,6,8,NA,8,8,8,7,6,FALSE,1
24,55,FALSE,FALSE,FALSE,8,7,7,NA,NA,2,6,4,FALSE,1
25,40,FALSE,FALSE,FALSE,7,8,9,6,8,5,6,4,FALSE,0
25,41,FALSE,FALSE,FALSE,5,8,8,6,8,5,7,3,FALSE,0
25,42,FALSE,FALSE,FALSE,6,7,8,7,9,7,7,5,FALSE,0
25,43,FALSE,FALSE,FALSE,4,5,10,4,10,4,4,5,FALSE,0
25,44,FALSE,FALSE,FALSE,6,7,9,7,9,3,5,4,FALSE,0
25,45,FALSE,FALSE,FALSE,6,8,7,5,8,7,7,5,FALSE,0
25,46,FALSE,FALSE,FALSE,7,8,8,6,10,6,8,7,FALSE,0
25,47,FALSE,FALSE,FALSE,3,8,9,8,10,5,8,4,FALSE,0
25,48,FALSE,FALSE,FALSE,7,8,8,8,6,6,7,6,FALSE,0
25,49,FALSE,FALSE,FALSE,8,8,9,8,9,8,9,8,FALSE,0
25,50,FALSE,FALSE,FALSE,9,8,9,8,10,7,8,7,FALSE,0
25,51,FALSE,FALSE,FALSE,6,5,8,7,10,8,6,7,FALSE,0
25,52,FALSE,FALSE,FALSE,5,4,7,5,9,7,5,4,FALSE,0
25,53,FALSE,FALSE,FALSE,7,8,9,7,8,5,7,7,FALSE,0
25,54,FALSE,FALSE,FALSE,5,8,8,6,9,6,6,7,FALSE,0
25,55,FALSE,FALSE,FALSE,7,7,7,8,8,6,7,5,FALSE,0
26,40,FALSE,FALSE,FALSE,2,5,5,3,5,2,2,2,FALSE,0
26,41,FALSE,FALSE,FALSE,2,5,5,3,5,2,2,2,FALSE,0
26,42,FALSE,FALSE,FALSE,2,5,5,3,7,3,3,2,FALSE,0
26,43,FALSE,FALSE,FALSE,2,6,7,1,7,2,2,3,FALSE,0
26,44,FALSE,FALSE,FALSE,3,8,7,6,6,4,5,4,FALSE,0
26,45,FALSE,FALSE,FALSE,4,7,6,1,4,3,2,2,FALSE,0
26,46,FALSE,FALSE,FALSE,7,4,5,6,5,4,6,5,FALSE,0
26,47,FALSE,FALSE,FALSE,3,7,6,4,6,2,2,2,FALSE,0
26,48,FALSE,FALSE,FALSE,6,5,5,7,6,3,4,4,FALSE,0
26,49,FALSE,FALSE,FALSE,5,8,8,7,7,6,5,5,FALSE,0
26,50,FALSE,FALSE,FALSE,7,6,6,7,6,6,8,5,FALSE,0
26,51,FALSE,FALSE,FALSE,6,7,6,5,6,6,6,4,FALSE,0
26,52,FALSE,FALSE,FALSE,2,7,6,4,4,4,5,4,FALSE,0
26,53,FALSE,FALSE,FALSE,6,8,8,6,7,5,6,6,FALSE,0
26,54,FALSE,FALSE,FALSE,2,8,7,2,7,2,3,3,FALSE,0
26,55,FALSE,FALSE,FALSE,6,6,6,6,6,4,6,5,FALSE,0
27,40,FALSE,FALSE,FALSE,2,6,6,6,6,NA,3,3,FALSE,1
27,41,FALSE,FALSE,FALSE,1,6,4,2,1,NA,2,1,FALSE,1
27,42,FALSE,FALSE,FALSE,1,4,6,2,6,1,2,2,FALSE,1
27,43,FALSE,FALSE,FALSE,1,6,7,6,4,3,2,3,TRUE,1
27,44,FALSE,FALSE,FALSE,1,3,4,2,2,1,1,4,FALSE,1
27,45,FALSE,FALSE,FALSE,3,6,6,4,5,1,1,2,FALSE,1
27,46,TRUE,FALSE,TRUE,8,7,6,6,4,4,6,5,FALSE,1
27,47,FALSE,FALSE,FALSE,1,4,5,4,4,4,3,5,FALSE,1
27,48,FALSE,FALSE,FALSE,4,6,4,5,6,7,3,1,FALSE,1
27,49,FALSE,FALSE,FALSE,4,5,4,5,6,NA,2,3,FALSE,1
27,50,TRUE,FALSE,TRUE,6,5,6,7,8,4,4,4,FALSE,1
27,51,FALSE,FALSE,FALSE,1,2,6,1,6,2,2,3,FALSE,1
27,52,FALSE,FALSE,FALSE,1,3,7,1,4,2,1,3,FALSE,1
27,53,FALSE,FALSE,FALSE,6,4,8,3,8,2,3,3,FALSE,1
27,54,FALSE,FALSE,FALSE,2,4,7,3,6,2,1,2,FALSE,1
27,55,FALSE,FALSE,FALSE,5,6,6,4,3,4,4,1,FALSE,1
28,40,FALSE,FALSE,FALSE,3,6,6,6,5,2,2,4,FALSE,3
28,41,FALSE,FALSE,FALSE,2,6,5,4,5,2,2,2,FALSE,3
28,42,FALSE,FALSE,FALSE,3,5,8,5,8,3,3,3,FALSE,3
28,43,FALSE,FALSE,FALSE,4,6,5,4,4,3,3,4.5,FALSE,3
28,44,FALSE,FALSE,FALSE,4,6,7,4,5,2,2,4,FALSE,3
28,45,FALSE,FALSE,FALSE,4,6,5,3,3,3,3,3,FALSE,3
28,46,TRUE,FALSE,TRUE,7,8,8,8,5,9,7.5,6.5,FALSE,3
28,47,FALSE,FALSE,FALSE,4,6,6,5,4,3,2,5,FALSE,3
28,48,FALSE,FALSE,FALSE,6,6,5,6,4,4,4,4,FALSE,3
28,49,FALSE,FALSE,FALSE,3,5,7,5.5,5,4,4,3,FALSE,3
28,50,FALSE,FALSE,FALSE,5,8,9,5,8,6,3,5,FALSE,3
28,51,FALSE,FALSE,TRUE,5,4.5,6,4,5.5,6,4.5,4.5,FALSE,3
