"iid","is_male","satisfaction_of_matches","four_minutes_length_too_little","four_minutes_length_too_much","four_minutes_length_just_right","num_speed_dates_too_few","num_speed_dates_too_many","num_speed_dates_just_right"
31,FALSE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
32,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
33,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
34,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
35,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
36,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
37,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
38,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
39,FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
40,TRUE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
41,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
42,TRUE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
43,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
44,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
45,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
46,TRUE,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
47,TRUE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
48,TRUE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
49,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
50,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
51,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
52,TRUE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
53,TRUE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
54,TRUE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
55,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
56,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
57,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
58,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
59,FALSE,NA,NA,NA,NA,NA,NA,NA
60,FALSE,NA,NA,NA,NA,NA,NA,NA
61,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
62,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
63,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
64,FALSE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
65,FALSE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
66,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
67,TRUE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
68,TRUE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
69,TRUE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
70,TRUE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
71,TRUE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
72,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
73,TRUE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
74,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
75,TRUE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
76,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
77,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
78,FALSE,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
79,FALSE,NA,NA,NA,NA,NA,NA,NA
80,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
81,FALSE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
82,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
83,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
84,FALSE,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
85,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
86,FALSE,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
87,FALSE,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
88,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
89,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
90,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
91,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
92,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
93,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
94,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
95,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
96,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
97,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
98,TRUE,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
99,TRUE,5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
100,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
101,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
102,TRUE,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
103,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
104,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
105,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
106,TRUE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
107,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
108,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
109,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
110,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
111,TRUE,NA,NA,NA,NA,NA,NA,NA
112,FALSE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
113,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
114,FALSE,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
115,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
116,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
117,FALSE,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
119,FALSE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
120,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
121,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
122,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
123,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
124,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
125,TRUE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
126,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
127,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
128,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
129,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
130,TRUE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
131,TRUE,NA,NA,NA,NA,NA,NA,NA
132,FALSE,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
133,FALSE,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
134,FALSE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
135,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
136,FALSE,NA,NA,NA,NA,NA,NA,NA
137,TRUE,NA,NA,NA,NA,NA,NA,NA
138,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
139,TRUE,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
140,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
141,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
142,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
143,FALSE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
144,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
145,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
146,FALSE,NA,NA,NA,NA,NA,NA,NA
147,FALSE,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
148,FALSE,NA,NA,NA,NA,NA,NA,NA
149,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
150,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
151,FALSE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
152,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
153,FALSE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
154,FALSE,NA,NA,NA,NA,NA,NA,NA
155,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
156,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
157,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
158,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
159,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
160,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
161,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
162,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
163,TRUE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
164,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
165,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
166,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
167,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
168,TRUE,NA,NA,NA,NA,NA,NA,NA
169,TRUE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
170,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
171,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
172,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
173,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
174,FALSE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
175,FALSE,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
176,FALSE,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
177,FALSE,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
178,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
179,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
180,FALSE,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
181,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
182,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
183,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
184,TRUE,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
185,TRUE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
186,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
187,TRUE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
188,TRUE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
189,TRUE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
190,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
191,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
192,TRUE,NA,NA,NA,NA,NA,NA,NA
193,TRUE,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
194,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
195,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
196,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
197,FALSE,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
198,FALSE,NA,NA,NA,NA,NA,NA,NA
199,FALSE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
200,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
201,FALSE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
202,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
203,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
204,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
205,FALSE,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
206,FALSE,NA,NA,NA,NA,NA,NA,NA
207,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
208,FALSE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
209,FALSE,NA,NA,NA,NA,NA,NA,NA
210,FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
211,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
212,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
213,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
214,TRUE,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
215,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
216,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
217,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
218,TRUE,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
219,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
220,TRUE,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
221,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
222,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
223,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
224,TRUE,NA,NA,NA,NA,NA,NA,NA
225,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
226,TRUE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
227,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
228,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
229,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
230,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
231,TRUE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
232,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
233,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
234,FALSE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
235,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
236,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
237,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
238,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
239,FALSE,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
240,FALSE,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
241,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
242,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
243,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
244,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
245,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
246,TRUE,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
247,TRUE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
248,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
249,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
250,TRUE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
251,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
252,FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
253,FALSE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
254,FALSE,NA,NA,NA,NA,NA,NA,NA
255,FALSE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
256,FALSE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
257,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
258,FALSE,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
259,FALSE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
260,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
261,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
262,FALSE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
263,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
264,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
265,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
266,FALSE,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
267,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
268,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
269,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
270,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
271,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
272,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
273,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
274,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
275,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
276,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
277,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
278,TRUE,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
279,TRUE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
280,TRUE,NA,NA,NA,NA,NA,NA,NA
281,TRUE,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
282,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
283,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
284,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
285,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
286,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
287,TRUE,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
288,TRUE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
289,TRUE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
290,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
291,TRUE,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
292,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
293,TRUE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
294,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
295,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
296,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
297,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
298,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
299,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
300,FALSE,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
301,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
302,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
303,FALSE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
304,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
305,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
306,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
307,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
308,TRUE,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
309,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
310,TRUE,NA,NA,NA,NA,NA,NA,NA
311,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
312,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
313,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
314,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
315,TRUE,NA,NA,NA,NA,NA,NA,NA
316,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
317,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
318,TRUE,NA,NA,NA,NA,NA,NA,NA
319,TRUE,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
320,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
321,TRUE,NA,NA,NA,NA,NA,NA,NA
322,FALSE,NA,NA,NA,NA,NA,NA,NA
323,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
324,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
325,FALSE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
326,FALSE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
327,FALSE,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
328,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
329,FALSE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
330,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
331,FALSE,NA,NA,NA,NA,NA,NA,NA
332,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
333,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
334,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
335,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
336,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
337,TRUE,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
338,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
339,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
340,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
341,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
342,FALSE,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
343,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
344,FALSE,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
345,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
346,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
347,FALSE,NA,NA,NA,NA,NA,NA,NA
348,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
349,FALSE,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
350,FALSE,NA,NA,NA,NA,NA,NA,NA
351,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
352,FALSE,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
353,FALSE,NA,NA,NA,NA,NA,NA,NA
354,FALSE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
355,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
356,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
357,FALSE,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
358,FALSE,NA,NA,NA,NA,NA,NA,NA
359,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
360,FALSE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
361,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
362,TRUE,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
363,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
364,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
365,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
