"iid","is_male","attractiveness","sincerity","intelligence","fun","ambition"
154,FALSE,8,9,9,9,9
155,FALSE,7,10,8,6,9
156,FALSE,8,10,9,10,10
157,FALSE,7,8,8,9,9
158,TRUE,7,9,9,7,6
159,TRUE,5,9,9,8,7
160,TRUE,8,8,8,9,9
161,TRUE,8,7,9,9,7
162,TRUE,7,8,9,7,8
163,TRUE,7,8,9,8,7
164,TRUE,7,9,9,6,4
165,TRUE,8,6,9,7,2
166,TRUE,7,7,7,7,7
167,TRUE,6,7,7,7,5
168,TRUE,5,5,5,5,5
169,TRUE,7,9,8,7,7
170,TRUE,7,8,9,6,8
171,TRUE,10,10,10,10,10
172,TRUE,5,6,8,9,9
173,TRUE,7,9,9,9,9
174,FALSE,9,10,8,8,6
175,FALSE,7,10,8,8,9
176,FALSE,6,9,8,7,6
177,FALSE,9,9,9,8,9
178,FALSE,9,9,8,7,7
179,FALSE,8,10,8,6,10
180,FALSE,9,9,9,10,9
181,FALSE,9,9,9,9,9
182,FALSE,8,8,8,8,10
183,FALSE,9,7,9,9,7
184,TRUE,6,10,9,7,5
185,TRUE,10,10,8,7,8
186,TRUE,4,8,7,4,6
187,TRUE,8,9,10,7,7
188,TRUE,7,5,10,7,10
189,TRUE,8,8,8,8,9
190,TRUE,7,7,7,7,7
191,TRUE,7,7,7,6,8
192,TRUE,7,10,9,9,10
193,TRUE,7,9,10,5,7
194,FALSE,9,10,10,8,10
195,FALSE,9,8,10,10,8
196,FALSE,9,9,9,9,9
197,FALSE,7,8,9,9,7
198,FALSE,7,9,9,7,7
199,FALSE,9,7,9,7,9
200,FALSE,8,10,8,8,8
201,FALSE,7,8,9,9,8
202,FALSE,7,10,10,9,8
203,FALSE,9,8,10,9,7
204,FALSE,9,5,10,9,10
205,FALSE,7,8,10,9,5
206,FALSE,8,8,8,8,8
207,FALSE,8,8,8,10,9
208,FALSE,9,10,10,10,10
209,FALSE,7,9,7,8,8
210,FALSE,8,8,9,6,9
211,FALSE,7,9,9,9,9
212,FALSE,7,9,8,7,9
213,FALSE,8,10,9,9,9
214,TRUE,8,10,9,10,8
215,TRUE,7,8,9,9,9
216,TRUE,5,10,9,9,10
217,TRUE,7,10,10,7,10
218,TRUE,7,6,10,3,10
219,TRUE,7,7,9,6,6
220,TRUE,10,10,10,10,10
221,TRUE,7,9,9,7,9
222,TRUE,4,9,9,7,4
223,TRUE,7,8,9,7,6
224,TRUE,8,10,8,8,8
225,TRUE,5,9,6,7,7
226,TRUE,10,10,10,10,10
227,TRUE,7,10,10,8,10
228,TRUE,5,8,7,4,8
229,TRUE,8,7,10,5,10
230,TRUE,6,6,6,6,6
231,TRUE,8,8,9,8,3
232,TRUE,8,8,8,8,6
233,TRUE,7,8,7,8,8
234,FALSE,7,7,8,8,10
235,FALSE,6,9,8,9,9
236,FALSE,7,9,8,10,8
237,FALSE,8,10,8,7,8
238,FALSE,10,9,9,10,8
239,FALSE,7,9,9,7,4
240,FALSE,3,8,3,5,6
241,FALSE,8,10,8,8,8
242,FALSE,7,9,8,7,4
243,TRUE,7,9,9,8,5
244,TRUE,7,10,10,7,10
245,TRUE,5,7,8,6,7
246,TRUE,7,8,7,6,6
247,TRUE,5,10,8,2,4
248,TRUE,5,6,8,8,8
249,TRUE,7,9,10,7,7
250,TRUE,10,9,10,9,10
251,TRUE,8,10,10,9,9
252,FALSE,9,9,9,9,10
253,FALSE,8,10,8,9,7
254,FALSE,8,7,10,8,8
255,FALSE,6,8,7,6,6
256,FALSE,6,9,8,6,6
257,FALSE,7,9,9,7,10
258,FALSE,6,10,9,8,5
259,FALSE,7,9,8,8,9
260,FALSE,6,9,9,7,6
261,FALSE,5,8,7,7,8
262,FALSE,6,10,9,5,3
263,FALSE,8,8,8,8,5
264,FALSE,8,7,9,8,5
265,FALSE,7,9,10,7,10
266,FALSE,8,8,7,7,4
267,FALSE,7,6,7,5,7
268,FALSE,9,9,9,8,9
269,FALSE,8,8,8,6,7
270,FALSE,5,4,8,7,6
271,FALSE,9,10,9,10,10
272,FALSE,9,10,9,10,10
273,TRUE,7,10,7,5,7
274,TRUE,7,7,9,10,9
275,TRUE,10,7,10,6,10
276,TRUE,7,6,10,7,8
277,TRUE,4,8,8,8,5
278,TRUE,8,8,8,8,8
279,TRUE,8,9,10,6,7
280,TRUE,5,9,8,5,6
281,TRUE,7,8,8,6,5
282,TRUE,7,9,7,9,10
283,TRUE,9,9,9,9,9
284,TRUE,7,6,8,7,7
285,TRUE,8,10,10,10,8
286,TRUE,3,6,7,6,7
287,TRUE,7,10,7,5,10
288,TRUE,5,8,8,7,7
289,TRUE,4,9,8,10,8
290,TRUE,5,4,10,5,9
291,TRUE,6,9,9,7,9
292,TRUE,8,10,10,8,10
293,TRUE,7,10,9,9,9
294,FALSE,9,10,9,7,7
295,FALSE,7,10,8,8,8
296,FALSE,8,9,10,6,9
297,FALSE,8,10,8,9,9
298,FALSE,7,10,10,9,10
299,FALSE,6,9,8,9,9
300,FALSE,8,9,9,9,10
301,FALSE,9,9,9,8,8
302,FALSE,8,8,8,8,10
303,FALSE,8,10,8,9,6
304,FALSE,6,10,8,10,8
305,FALSE,7,9,9,8,5
306,FALSE,6,9,8,8,8
307,FALSE,5,8,8,7,8
308,TRUE,7,10,8,8,7
309,TRUE,7,8,9,9,7
310,TRUE,7,6,7,8,4
311,TRUE,9,9,9,10,3
312,TRUE,8,7,9,7,9
313,TRUE,7,8,8,8,6
314,TRUE,8,8,9,8,7
315,TRUE,6,10,8,6,7
316,TRUE,6,8,8,7,9
317,TRUE,7,3,8,8,5
318,TRUE,6,10,10,6,10
319,TRUE,5,10,9,6,3
320,TRUE,8,8,9,9,7
321,TRUE,6,8,7,7,8
322,FALSE,5,9,7,8,7
323,FALSE,7,9,8,6,3
324,FALSE,9,9,9,9,8
325,FALSE,7,9,8,7,8
326,FALSE,8,9,9,6,8
327,FALSE,7,7,8,9,10
328,FALSE,7,10,10,8,10
329,FALSE,8,9,8,5,8
330,FALSE,8,10,7,9,9
331,FALSE,7,9,7,9,4
332,TRUE,5,10,6,6,10
333,TRUE,7,4,9,7,9
334,TRUE,8,7,8,8,9
335,TRUE,8,7,8,9,8
336,TRUE,5,9,7,7,9
337,TRUE,6,6,6,6,6
338,TRUE,7,9,9,7,10
339,TRUE,NA,NA,NA,NA,NA
340,TRUE,NA,NA,NA,NA,NA
341,FALSE,7,9,7,9,9
342,FALSE,10,10,10,10,10
343,FALSE,4,8,10,6,7
344,FALSE,7,7,8,8,9
345,FALSE,7,9,9,7,7
346,FALSE,NA,NA,NA,NA,NA
347,FALSE,8,6,10,10,10
348,FALSE,6,10,10,10,10
349,FALSE,7,8,9,8,7
350,FALSE,7,10,8,6,8
351,FALSE,8,10,8,7,9
352,FALSE,9,10,9,9,8
353,FALSE,6,6,6,6,6
354,FALSE,7,7,8,10,8
355,FALSE,6,10,8,8,8
356,FALSE,7,10,9,8,6
357,FALSE,6,10,7,7,6
358,FALSE,8,7,8,8,7
359,FALSE,7,10,9,2,8
360,FALSE,8,10,8,8,8
361,TRUE,7,7,7,5,9
362,TRUE,7,7,8,9,8
363,TRUE,5,7,8,8,3
364,TRUE,8,8,9,8,9
365,TRUE,8,2,9,9,9
366,TRUE,6,8,8,9,10
367,TRUE,7,7,7,8,5
368,TRUE,6,8,8,8,7
369,TRUE,6,9,10,9,7
370,TRUE,8,6,9,9,9
371,TRUE,10,8,10,10,10
372,TRUE,7,8,9,8,8
373,TRUE,9,8,9,9,9
374,TRUE,6,7,7,6,7
375,TRUE,8,9,8,9,9
376,TRUE,6,10,9,8,10
377,TRUE,7,8,7,8,7
378,TRUE,6,7,9,7,7
379,FALSE,6,9,8,6,9
380,FALSE,4,7,9,9,9
381,FALSE,7,7,9,10,8
382,FALSE,7,7,7,7,10
383,FALSE,7,9,6,7,6
384,FALSE,8,8,8,9,9
385,FALSE,8,8,8,6,6
386,FALSE,7,8,9,9,9
387,FALSE,8,8,8,8,8
388,FALSE,8,8,8,7,8
389,FALSE,8,10,7,9,5
390,FALSE,8,8,8,8,8
391,FALSE,8,9,9,9,7
392,FALSE,4,7,8,7,7
393,FALSE,7,9,8,8,8
394,FALSE,9,8,7,7,7
395,FALSE,8,8,9,7,7
396,FALSE,8,10,10,10,8
397,TRUE,7,7,10,7,9
398,TRUE,7,6,7,10,8
399,TRUE,9,9,9,9,9
400,TRUE,7,10,8,6,7
401,TRUE,8,5,10,7,5
402,TRUE,6,8,10,7,9
403,TRUE,4,8,9,7,9
404,TRUE,6,9,8,7,8
405,TRUE,8,8,9,10,10
406,TRUE,6,7,8,8,9
407,TRUE,7,9,7,8,8
408,TRUE,8,7,8,10,9
409,TRUE,7,9,9,8,8
410,TRUE,7,10,10,6,10
411,TRUE,8,6,7,9,5
412,TRUE,7,7,8,8,8
413,TRUE,7,9,8,7,6
414,TRUE,NA,NA,NA,NA,NA
415,TRUE,7,8,10,4,8
416,FALSE,NA,NA,NA,NA,NA
417,FALSE,7,8,8,4,8
418,FALSE,7,9,8,7,5
419,FALSE,9,8,9,5,3
420,FALSE,8,9,10,7,7
421,FALSE,7,7,6,6,6
422,TRUE,8,10,8,8,8
423,TRUE,7,9,9,8,9
424,TRUE,7,7,7,7,7
425,TRUE,6,9,9,6,9
426,TRUE,8,8,10,8,9
427,TRUE,7,10,7,8,9
428,TRUE,8,8,9,7,9
429,TRUE,8,8,9,9,8
430,FALSE,5,8,5,8,8
431,FALSE,7,10,9,7,10
432,FALSE,7,8,8,8,8
433,FALSE,8,6,8,7,5
434,FALSE,7,7,6,8,4
435,FALSE,7,9,9,9,9
436,FALSE,9,8,7,10,6
437,FALSE,7,9,9,9,8
438,FALSE,7,8,7,7,7
439,FALSE,8,8,7,7,7
440,TRUE,8,8,9,9,9
441,TRUE,8,7,9,8,8
442,TRUE,7,9,8,8,9
443,TRUE,7,10,7,9,7
444,TRUE,8,7,8,9,7
445,TRUE,9,8,10,7,7
446,TRUE,6,8,7,9,5
447,TRUE,6,10,7,6,4
448,TRUE,8,9,9,8,10
449,TRUE,7,10,10,10,8
450,TRUE,9,6,10,7,10
451,TRUE,2,4,4,4,4
452,TRUE,7,8,10,7,8
453,TRUE,5,6,8,7,5
454,FALSE,8,9,9,9,7
455,FALSE,7,9,8,9,8
456,FALSE,8,8,7,6,7
457,FALSE,7,6,8,7,3
458,FALSE,10,10,10,9,10
459,FALSE,5,5,5,5,8
460,TRUE,8,8,9,7,7
461,TRUE,6,8,8,9,7
462,TRUE,4,9,8,6,2
463,TRUE,6,7,8,7,7
464,TRUE,5,8,9,8,10
465,TRUE,7,10,7,8,5
466,FALSE,7,9,8,7,8
467,FALSE,8,8,8,8,8
468,FALSE,8,9,8,6,8
469,FALSE,8,8,6,8,6
470,FALSE,4,9,8,5,6
471,FALSE,7,8,9,8,9
472,FALSE,8,10,8,10,9
473,FALSE,7,9,10,8,7
474,FALSE,9,9,8,10,7
475,FALSE,5,8,7,5,7
476,FALSE,7,9,7,5,6
477,FALSE,6,8,7,7,7
478,FALSE,7,8,8,9,7
479,FALSE,8,8,8,8,8
480,FALSE,8,9,8,10,7
481,TRUE,8,7,9,8,5
482,TRUE,7,10,8,9,8
483,TRUE,8,10,10,10,10
484,TRUE,4,8,9,2,9
485,TRUE,8,8,8,7,7
486,TRUE,7,10,9,8,9
487,TRUE,7,9,8,6,5
488,TRUE,5,10,10,7,8
489,TRUE,6,8,9,8,10
490,TRUE,3,7,8,6,6
491,TRUE,7,7,7,7,7
492,TRUE,10,10,10,10,10
493,TRUE,7,7,8,8,8
494,TRUE,9,10,10,10,7
495,TRUE,7,7,8,7,9
496,FALSE,5,8,9,6,8
497,FALSE,8,10,9,10,8
498,FALSE,8,9,9,10,10
499,FALSE,9,10,10,9,4
500,FALSE,8,9,9,9,9
501,FALSE,8,9,9,8,9
502,TRUE,7,7,9,9,9
503,TRUE,7,9,10,4,5
504,TRUE,7,5,8,6,8
505,TRUE,9,10,10,8,10
506,TRUE,5,8,9,7,10
507,TRUE,7,8,8,7,7
508,TRUE,7,8,9,8,8
509,FALSE,5,6,8,4,9
510,FALSE,7,9,8,6,4
511,FALSE,8,4,8,10,8
512,FALSE,7,8,7,8,7
513,FALSE,6,8,6,7,4
514,FALSE,8,10,9,8,7
515,FALSE,8,10,10,8,8
516,FALSE,8,9,8,9,8
517,FALSE,8,9,9,7,7
518,FALSE,6,9,8,8,7
519,FALSE,8,10,9,9,10
520,FALSE,8,9,8,7,5
521,FALSE,7,9,8,9,8
522,FALSE,7,7,9,7,8
523,FALSE,6,9,9,8,6
524,FALSE,5,9,8,7,7
525,FALSE,6,10,10,8,9
526,FALSE,3,6,7,9,10
527,FALSE,10,10,10,10,10
528,FALSE,9,6,8,8,8
529,FALSE,6,10,7,9,5
530,FALSE,3,9,9,9,7
531,TRUE,10,10,10,6,10
532,TRUE,7,9,8,7,8
533,TRUE,8,9,9,8,9
534,TRUE,7,9,9,8,5
535,TRUE,6,7,7,6,5
536,TRUE,7,8,8,8,8
537,TRUE,7,9,9,9,7
538,TRUE,7,8,8,9,8
539,TRUE,8,8,10,9,10
540,TRUE,5,7,5,6,7
541,TRUE,8,9,9,9,8
542,TRUE,8,9,8,8,9
543,TRUE,7,9,8,9,9
544,TRUE,7,10,9,10,8
545,TRUE,8,8,9,8,6
546,TRUE,9,8,8,10,7
547,TRUE,7,9,8,8,8
548,TRUE,10,10,10,10,10
549,TRUE,7,10,9,8,9
550,TRUE,7,7,7,7,7
551,TRUE,7,8,8,3,5
552,TRUE,8,7,7,6,7
