"iid","wave","is_male","attractiveness","sincerity","intelligence","fun","ambition","shared_interests"
168,7,TRUE,NA,NA,NA,NA,NA,NA
169,7,TRUE,18.75,18.75,16.67,16.67,14.58,14.58
170,7,TRUE,19.51,21.95,17.07,14.63,12.2,14.63
171,7,TRUE,20.41,12.24,16.33,18.37,14.29,18.37
172,7,TRUE,21.43,16.67,23.81,19.05,11.9,7.14
173,7,TRUE,17.78,17.78,17.78,20,15.56,11.11
174,8,FALSE,11.9,23.81,16.67,16.67,16.67,14.29
175,8,FALSE,14.29,16.33,16.33,16.33,18.37,18.37
176,8,FALSE,15.91,20.45,18.18,15.91,13.64,15.91
177,8,FALSE,16.98,16.98,16.98,15.09,18.87,15.09
178,8,FALSE,17.02,17.02,17.02,17.02,14.89,17.02
179,8,FALSE,18.75,18.75,18.75,16.67,14.58,12.5
180,8,FALSE,17.02,19.15,17.02,21.28,12.77,12.77
181,8,FALSE,15.69,19.61,17.65,15.69,17.65,13.73
182,8,FALSE,14.29,16.33,18.37,18.37,18.37,14.29
183,8,FALSE,14.89,17.02,17.02,17.02,17.02,17.02
184,8,TRUE,20,17.78,20,17.78,11.11,13.33
185,8,TRUE,14,16,18,18,18,16
186,8,TRUE,16.67,22.22,25,11.11,11.11,13.89
187,8,TRUE,16.98,16.98,18.87,16.98,13.21,16.98
188,8,TRUE,14.58,14.58,20.83,14.58,18.75,16.67
189,8,TRUE,16.36,16.36,16.36,16.36,16.36,18.18
190,8,TRUE,18.6,16.28,13.95,23.26,13.95,13.95
191,8,TRUE,21.43,19.05,19.05,19.05,16.67,4.76
192,8,TRUE,NA,NA,NA,NA,NA,NA
193,8,TRUE,20.93,18.6,18.6,13.95,13.95,13.95
194,9,FALSE,18.18,18.18,18.18,14.55,18.18,12.73
195,9,FALSE,16,12,20,18,16,18
196,9,FALSE,17.39,17.39,17.39,15.22,15.22,17.39
197,9,FALSE,18.37,14.29,20.41,20.41,14.29,12.24
198,9,FALSE,NA,NA,NA,NA,NA,NA
199,9,FALSE,25,11.11,25,11.11,22.22,5.56
200,9,FALSE,15.38,19.23,17.31,15.38,17.31,15.38
201,9,FALSE,16.67,16.67,16.67,16.67,16.67,16.67
202,9,FALSE,15.69,19.61,19.61,15.69,15.69,13.73
203,9,FALSE,16,18,20,20,20,6
204,9,FALSE,17.86,16.07,17.86,16.07,16.07,16.07
205,9,FALSE,18.75,14.58,20.83,18.75,12.5,14.58
206,9,FALSE,NA,NA,NA,NA,NA,NA
207,9,FALSE,16.67,14.81,16.67,18.52,18.52,14.81
208,9,FALSE,12.5,17.86,17.86,17.86,17.86,16.07
209,9,FALSE,NA,NA,NA,NA,NA,NA
210,9,FALSE,20,15.56,17.78,17.78,11.11,17.78
211,9,FALSE,14.81,14.81,18.52,18.52,16.67,16.67
212,9,FALSE,14.89,19.15,19.15,14.89,17.02,14.89
213,9,FALSE,16.36,18.18,18.18,16.36,16.36,14.55
214,9,TRUE,17.02,21.28,19.15,19.15,14.89,8.51
215,9,TRUE,17.39,15.22,19.57,19.57,15.22,13.04
216,9,TRUE,14.81,18.52,18.52,18.52,16.67,12.96
217,9,TRUE,26.32,21.05,21.05,21.05,2.63,7.89
218,9,TRUE,20,5,22.5,12.5,20,20
219,9,TRUE,19.51,12.2,17.07,19.51,14.63,17.07
220,9,TRUE,17.86,17.86,17.86,17.86,14.29,14.29
221,9,TRUE,15.56,17.78,17.78,17.78,17.78,13.33
222,9,TRUE,15,20,22.5,17.5,2.5,22.5
223,9,TRUE,19.05,16.67,19.05,19.05,9.52,16.67
224,9,TRUE,NA,NA,NA,NA,NA,NA
225,9,TRUE,16.33,18.37,16.33,18.37,16.33,14.29
226,9,TRUE,25,15,17.5,20,12.5,10
227,9,TRUE,19.61,17.65,17.65,15.69,15.69,13.73
228,9,TRUE,15.63,15.63,21.88,12.5,12.5,21.88
229,9,TRUE,22.73,15.91,22.73,15.91,11.36,11.36
230,9,TRUE,23.08,20.51,20.51,15.38,7.69,12.82
231,9,TRUE,18.42,21.05,21.05,18.42,10.53,10.53
232,9,TRUE,16,20,16,20,14,14
233,9,TRUE,13.33,22.22,15.56,17.78,15.56,15.56
234,10,FALSE,20,15,20,20,15,10
235,10,FALSE,15,20,20,20,15,10
236,10,FALSE,20,15,20,25,10,10
237,10,FALSE,10,20,25,15,20,10
238,10,FALSE,20,20,20,15,10,15
239,10,FALSE,10,20,20,20,10,20
240,10,FALSE,10,30,30,10,10,10
241,10,FALSE,75,5,5,5,5,5
242,10,FALSE,25,20,25,18,2,10
243,10,TRUE,20,20,20,25,5,10
244,10,TRUE,20,20,20,15,10,15
245,10,TRUE,18,12,25,15,13,17
246,10,TRUE,40,10,10,20,0,0
247,10,TRUE,25,30,5,15,0,25
248,10,TRUE,20,10,10,20,15,15
249,10,TRUE,19,19,17,19,10,16
250,10,TRUE,20,20,20,20,10,10
251,10,TRUE,20,20,20,20,15,5
252,11,FALSE,10,20,20,20,20,10
253,11,FALSE,20,20,10,20,10,20
254,11,FALSE,NA,NA,NA,NA,NA,NA
255,11,FALSE,20,20,20,20,20,20
256,11,FALSE,20,20,20,20,10,10
257,11,FALSE,30,10,30,10,10,10
258,11,FALSE,13,29,12,18,8,20
259,11,FALSE,17,18,19,18,16,12
260,11,FALSE,19,17,19,15,15,15
261,11,FALSE,30,20,20,15,10,5
262,11,FALSE,10,30,10,10,10,30
263,11,FALSE,20,20,20,20,10,10
264,11,FALSE,15,20,25,20,10,25
265,11,FALSE,50,1,19,1,9,10
266,11,FALSE,30,20,15,20,0,15
267,11,FALSE,40,30,7,8,7,8
268,11,FALSE,30,15,15,15,10,15
269,11,FALSE,20,10,40,10,10,10
270,11,FALSE,16,16,19,16,15,18
271,11,FALSE,15,10,40,15,10,10
272,11,FALSE,30,20,20,20,5,5
273,11,TRUE,30,25,18,18,4,5
274,11,TRUE,30,10,20,20,10,10
275,11,TRUE,20,10,20,10,20,20
276,11,TRUE,25,15,20,20,5,15
277,11,TRUE,60,10,0,20,0,10
278,11,TRUE,25,20,20,25,5,5
279,11,TRUE,25,19,30,15,6,10
280,11,TRUE,NA,NA,NA,NA,NA,NA
281,11,TRUE,15,20,20,15,10,20
282,11,TRUE,35,15,10,20,10,10
283,11,TRUE,30,10,30,10,10,10
284,11,TRUE,25,15,20,20,20,0
285,11,TRUE,30,10,20,20,10,10
286,11,TRUE,10,15,20,15,15,25
287,11,TRUE,25,10,10,25,5,25
288,11,TRUE,30,20,15,30,5,0
289,11,TRUE,20,30,15,20,5,10
290,11,TRUE,30,10,30,10,5,15
291,11,TRUE,25,15,15,15,15,15
292,11,TRUE,25,10,20,20,10,15
293,11,TRUE,24,15,18,18,10,15
294,12,FALSE,15,20,25,20,10,10
295,12,FALSE,14,20,18,20,13,15
296,12,FALSE,20,25,35,5,5,10
297,12,FALSE,30,30,15,15,15,15
298,12,FALSE,15,25,25,5,5,25
299,12,FALSE,15,20,15,20,15,15
300,12,FALSE,15,15,25,15,15,15
301,12,FALSE,17,15,18,25,10,15
302,12,FALSE,50,5,20,10,10,5
303,12,FALSE,40,15,15,15,10,5
304,12,FALSE,10,20,20,20,10,10
305,12,FALSE,9,30,19,19,3,20
306,12,FALSE,20,22,18,15,15,10
307,12,FALSE,10,20,20,15,20,15
308,12,TRUE,17,20,18,17,11,17
309,12,TRUE,30,10,20,20,5,15
310,12,TRUE,NA,NA,NA,NA,NA,NA
311,12,TRUE,50,20,5,10,5,10
312,12,TRUE,30,10,20,15,10,15
313,12,TRUE,25,15,20,20,5,15
314,12,TRUE,20,15,25,20,10,10
315,12,TRUE,NA,NA,NA,NA,NA,NA
316,12,TRUE,25,20,15,25,10,5
317,12,TRUE,40,0,20,20,0,20
318,12,TRUE,NA,NA,NA,NA,NA,NA
319,12,TRUE,30,20,15,20,5,10
320,12,TRUE,25,20,20,10,10,15
321,12,TRUE,NA,NA,NA,NA,NA,NA
322,13,FALSE,NA,NA,NA,NA,NA,NA
323,13,FALSE,20,20,20,20,10,10
324,13,FALSE,85,3,2,5,3,2
325,13,FALSE,10,20,20,10,10,30
326,13,FALSE,20,10,20,20,20,10
327,13,FALSE,15,10,25,10,20,20
328,13,FALSE,30,15,30,15,5,5
329,13,FALSE,10,22,22,16,16,14
330,13,FALSE,20,20,15,20,10,15
331,13,FALSE,NA,NA,NA,NA,NA,NA
332,13,TRUE,50,5,5,30,10,0
333,13,TRUE,35,5,20,20,10,10
334,13,TRUE,40,10,10,15,10,15
335,13,TRUE,20,10,20,20,15,15
336,13,TRUE,25,20,25,10,10,10
337,13,TRUE,17,17,16,17,16,17
338,13,TRUE,15,20,20,15,20,10
339,13,TRUE,25,15,15,20,10,15
340,13,TRUE,40,10,20,20,10,0
341,14,FALSE,30,20,10,10,20,10
342,14,FALSE,60,10,10,10,10,0
343,14,FALSE,25,10,15,20,10,20
344,14,FALSE,15,15,20,20,20,10
345,14,FALSE,15,15,25,30,10,5
346,14,FALSE,35,15,15,10,10,15
347,14,FALSE,NA,NA,NA,NA,NA,NA
348,14,FALSE,10,20,20,10,20,20
349,14,FALSE,27,15,15,23,10,10
350,14,FALSE,NA,NA,NA,NA,NA,NA
351,14,FALSE,15,20,20,15,15,15
352,14,FALSE,20,20,10,15,10,15
353,14,FALSE,NA,NA,NA,NA,NA,NA
354,14,FALSE,15,15,15,20,15,20
355,14,FALSE,50,10,20,10,10,0
356,14,FALSE,20,25,20,10,5,20
357,14,FALSE,20,10,30,20,15,15
358,14,FALSE,NA,NA,NA,NA,NA,NA
359,14,FALSE,12,18,25,13,7,25
360,14,FALSE,20,30,15,10,10,15
361,14,TRUE,20,10,30,10,10,20
362,14,TRUE,20,15,21,21,13,13
363,14,TRUE,35,20,15,20,5,5
364,14,TRUE,25,25,15,25,5,5
365,14,TRUE,30,10,15,15,10,20
366,14,TRUE,14,18,17,16,15,20
367,14,TRUE,25,15,17,23,5,10
368,14,TRUE,30,10,20,20,0,20
369,14,TRUE,22,15,20,22,11,10
370,14,TRUE,50,5,15,10,15,5
371,14,TRUE,50,2,2,40,2,4
372,14,TRUE,40,15,15,15,5,10
373,14,TRUE,85,1,1,10,1,1
374,14,TRUE,60,10,5,10,10,5
375,14,TRUE,35,12,10,20,5,18
376,14,TRUE,NA,NA,NA,NA,NA,NA
377,14,TRUE,20,20,20,30,20,10
378,14,TRUE,40,5,20,20,5,10
379,15,FALSE,NA,NA,NA,NA,NA,NA
380,15,FALSE,NA,NA,NA,NA,NA,NA
381,15,FALSE,20,20,20,30,5,5
382,15,FALSE,20,20,20,20,10,10
383,15,FALSE,25,15,20,15,15,10
384,15,FALSE,20,20,20,20,10,10
385,15,FALSE,NA,NA,NA,NA,NA,NA
386,15,FALSE,15,20,20,15,15,15
387,15,FALSE,25,10,15,20,15,15
388,15,FALSE,20,16,16,16,16,16
389,15,FALSE,10,50,15,15,0,10
390,15,FALSE,NA,NA,NA,NA,NA,NA
391,15,FALSE,60,0,30,10,0,0
392,15,FALSE,15,20,15,20,10,20
393,15,FALSE,12,20,20,20,8,20
394,15,FALSE,20,20,20,10,10,20
395,15,FALSE,30,15,20,15,10,10
396,15,FALSE,16,18,18,16,14,18
397,15,TRUE,19,20,20,20,10,11
398,15,TRUE,50,5,10,25,0,10
399,15,TRUE,NA,NA,NA,NA,NA,NA
400,15,TRUE,NA,NA,NA,NA,NA,NA
401,15,TRUE,50,0,25,20,0,5
402,15,TRUE,15,25,20,15,15,10
403,15,TRUE,20,20,15,25,15,5
404,15,TRUE,27,10,25,25,6,7
405,15,TRUE,50,10,10,10,10,10
406,15,TRUE,20,20,20,20,10,10
407,15,TRUE,40,10,20,10,10,10
408,15,TRUE,20,20,20,20,10,10
409,15,TRUE,20,20,15,20,5,20
410,15,TRUE,NA,NA,NA,NA,NA,NA
411,15,TRUE,50,0,25,25,0,0
412,15,TRUE,75,5,5,5,5,5
413,15,TRUE,30,10,20,20,10,10
414,15,TRUE,NA,NA,NA,NA,NA,NA
415,15,TRUE,20,10,20,10,20,20
416,16,FALSE,20,10,20,15,10,25
417,16,FALSE,20,15,15,10,10,30
418,16,FALSE,15,25,20,15,10,15
419,16,FALSE,NA,NA,NA,NA,NA,NA
420,16,FALSE,10,15,40,10,10,15
421,16,FALSE,20,15,30,15,15,5
422,16,TRUE,30,25,15,10,15,5
423,16,TRUE,30,10,20,20,10,10
424,16,TRUE,NA,NA,NA,NA,NA,NA
425,16,TRUE,NA,NA,NA,NA,NA,NA
426,16,TRUE,NA,NA,NA,NA,NA,NA
427,16,TRUE,NA,NA,NA,NA,NA,NA
428,16,TRUE,50,10,10,10,10,10
429,16,TRUE,50,10,10,10,10,10
430,17,FALSE,10,25,15,20,10,20
431,17,FALSE,15,15,25,15,15,15
432,17,FALSE,30,20,20,30,0,0
433,17,FALSE,20,20,20,25,5,10
434,17,FALSE,40,10,20,15,5,10
435,17,FALSE,30,10,20,20,10,10
436,17,FALSE,60,5,10,15,5,5
437,17,FALSE,12,13,25,12,13,25
438,17,FALSE,15,15,20,15,15,20
439,17,FALSE,NA,NA,NA,NA,NA,NA
440,17,TRUE,80,0,10,10,0,0
441,17,TRUE,60,5,20,10,0,5
442,17,TRUE,50,20,0,30,0,0
443,17,TRUE,30,15,15,20,10,10
444,17,TRUE,40,30,10,20,0,0
445,17,TRUE,50,10,10,10,15,5
446,17,TRUE,NA,NA,NA,NA,NA,NA
447,17,TRUE,25,30,20,15,0,10
448,17,TRUE,30,10,25,20,5,10
449,17,TRUE,50,8,8,33,0,1
450,17,TRUE,50,10,10,10,5,15
451,17,TRUE,25,30,20,10,10,5
452,17,TRUE,35,30,25,5,0,5
453,17,TRUE,NA,NA,NA,NA,NA,NA
454,18,FALSE,15,20,20,20,10,15
455,18,FALSE,10,20,15,20,20,15
456,18,FALSE,30,20,20,10,10,10
457,18,FALSE,20,0,20,20,20,20
458,18,FALSE,40,20,15,15,15,15
459,18,FALSE,NA,NA,NA,NA,NA,NA
460,18,TRUE,NA,NA,NA,NA,NA,NA
461,18,TRUE,40,20,10,20,0,10
462,18,TRUE,30,20,15,15,0,20
463,18,TRUE,15,15,15,15,15,25
464,18,TRUE,20,20,20,20,10,10
465,18,TRUE,NA,NA,NA,NA,NA,NA
466,19,FALSE,25,15,15,15,10,30
467,19,FALSE,20,20,20,20,20,0
468,19,FALSE,15,25,15,20,15,10
469,19,FALSE,30,20,10,20,10,10
470,19,FALSE,20,15,30,20,10,5
471,19,FALSE,25,10,20,10,15,20
472,19,FALSE,20,15,20,30,5,10
473,19,FALSE,15,20,20,15,15,15
474,19,FALSE,15,20,15,30,5,15
475,19,FALSE,10,15,25,15,15,20
476,19,FALSE,NA,NA,NA,NA,NA,NA
477,19,FALSE,18,19,15,17,15,16
478,19,FALSE,NA,NA,NA,NA,NA,NA
479,19,FALSE,NA,NA,NA,NA,NA,NA
480,19,FALSE,17,13,19,20,12,29
481,19,TRUE,25,15,10,25,0,25
482,19,TRUE,20,15,20,15,15,15
483,19,TRUE,40,20,20,20,0,0
484,19,TRUE,10,25,25,15,15,10
485,19,TRUE,20,20,15,15,15,15
486,19,TRUE,15,25,20,15,15,10
487,19,TRUE,20,20,15,20,5,20
488,19,TRUE,10,20,20,20,20,10
489,19,TRUE,30,10,20,20,10,10
490,19,TRUE,40,15,10,10,10,15
491,19,TRUE,30,20,20,20,5,5
492,19,TRUE,50,5,30,10,0,5
493,19,TRUE,30,15,15,30,5,5
494,19,TRUE,20,15,10,25,5,25
495,19,TRUE,20,16,16,16,16,16
496,20,FALSE,20,20,20,20,0,0
497,20,FALSE,NA,NA,NA,NA,NA,NA
498,20,FALSE,NA,NA,NA,NA,NA,NA
499,20,FALSE,19,19,19,19,5,19
500,20,FALSE,40,5,40,5,5,5
501,20,FALSE,30,10,20,10,10,20
502,20,TRUE,30,20,20,10,10,10
503,20,TRUE,25,30,40,0,0,5
504,20,TRUE,40,0,40,10,0,10
505,20,TRUE,NA,NA,NA,NA,NA,NA
506,20,TRUE,20,25,15,10,10,20
507,20,TRUE,20,20,20,20,10,10
508,20,TRUE,18,10,18,18,18,18
509,21,FALSE,10,20,10,20,10,30
510,21,FALSE,30,20,20,10,10,10
511,21,FALSE,20,10,10,20,20,20
512,21,FALSE,40,10,10,10,5,25
513,21,FALSE,NA,NA,NA,NA,NA,NA
514,21,FALSE,20,20,20,20,0,20
515,21,FALSE,25,25,25,10,5,10
516,21,FALSE,35,10,15,20,10,10
517,21,FALSE,20,20,20,10,10,20
518,21,FALSE,25,20,30,25,5,5
519,21,FALSE,NA,NA,NA,NA,NA,NA
520,21,FALSE,20,15,20,20,10,15
521,21,FALSE,10,20,20,20,15,15
522,21,FALSE,15,15,20,20,10,20
523,21,FALSE,20,25,20,25,0,10
524,21,FALSE,20,20,20,15,15,10
525,21,FALSE,5,15,25,25,20,10
526,21,FALSE,30,5,20,20,15,15
527,21,FALSE,25,10,10,10,10,35
528,21,FALSE,40,10,30,10,10,0
529,21,FALSE,10,25,25,15,15,20
530,21,FALSE,10,20,10,20,10,30
531,21,TRUE,30,30,20,20,0,0
532,21,TRUE,NA,NA,NA,NA,NA,NA
533,21,TRUE,25,15,20,20,10,10
534,21,TRUE,40,10,20,10,5,15
535,21,TRUE,20,15,20,15,10,20
536,21,TRUE,70,5,5,5,10,5
537,21,TRUE,25,5,25,15,0,30
538,21,TRUE,70,0,0,30,0,0
539,21,TRUE,30,20,10,10,10,10
540,21,TRUE,20,20,20,20,10,10
541,21,TRUE,50,20,0,15,0,15
542,21,TRUE,30,20,10,20,10,10
543,21,TRUE,30,15,15,15,15,10
544,21,TRUE,10,20,10,20,20,20
545,21,TRUE,20,15,20,15,15,15
546,21,TRUE,30,10,20,30,0,10
547,21,TRUE,NA,NA,NA,NA,NA,NA
548,21,TRUE,40,10,20,10,0,20
549,21,TRUE,20,15,20,25,5,5
550,21,TRUE,60,5,10,10,10,5
551,21,TRUE,75,5,5,5,5,5
552,21,TRUE,70,0,15,10,0,5
