"iid","is_male","attractiveness","sincerity","intelligence","fun","ambition"
137,TRUE,NA,NA,NA,NA,NA
138,TRUE,NA,NA,NA,NA,NA
139,TRUE,8,8,8,8,5
140,TRUE,NA,NA,NA,NA,NA
141,TRUE,NA,NA,NA,NA,NA
142,FALSE,9,12,12,12,7
143,FALSE,NA,NA,NA,NA,NA
144,FALSE,8,8,9,9,9
145,FALSE,6,6,9,7,8
146,FALSE,NA,NA,NA,NA,NA
147,FALSE,9,8,9,9,7
148,FALSE,NA,NA,NA,NA,NA
149,FALSE,8,9,12,9,12
150,FALSE,6,6,7,7,7
151,FALSE,12,9,9,12,8
152,FALSE,7,8,9,9,8
153,FALSE,7,7,8,7,7
154,FALSE,8,9,9,9,9
155,FALSE,NA,NA,NA,NA,NA
156,FALSE,NA,NA,NA,NA,NA
157,FALSE,NA,NA,NA,NA,NA
158,TRUE,7,8,9,8,7
159,TRUE,6,12,9,8,9
160,TRUE,NA,NA,NA,NA,NA
161,TRUE,NA,NA,NA,NA,NA
162,TRUE,NA,NA,NA,NA,NA
163,TRUE,7,7,8,7,8
164,TRUE,NA,NA,NA,NA,NA
165,TRUE,8,7,9,5,4
166,TRUE,7,7,7,7,7
167,TRUE,NA,NA,NA,NA,NA
168,TRUE,NA,NA,NA,NA,NA
169,TRUE,8,9,8,7,7
170,TRUE,6,8,9,5,7
171,TRUE,12,12,12,12,12
172,TRUE,NA,NA,NA,NA,NA
173,TRUE,NA,NA,NA,NA,NA
174,FALSE,7,7,7,7,7
175,FALSE,7,9,8,9,12
176,FALSE,NA,NA,NA,NA,NA
177,FALSE,NA,NA,NA,NA,NA
178,FALSE,NA,NA,NA,NA,NA
179,FALSE,NA,NA,NA,NA,NA
180,FALSE,9,7,9,9,9
181,FALSE,9,9,9,9,12
182,FALSE,8,8,8,8,8
183,FALSE,8,8,8,8,8
184,TRUE,6,9,9,7,6
185,TRUE,6,6,6,6,6
186,TRUE,5,8,8,4,6
187,TRUE,8,9,12,8,8
188,TRUE,7,6,9,6,8
189,TRUE,8,9,8,8,9
190,TRUE,NA,NA,NA,NA,NA
191,TRUE,7,7,7,7,7
192,TRUE,8,8,9,9,12
193,TRUE,7,7,12,6,8
194,FALSE,12,12,12,9,12
195,FALSE,8,8,9,9,8
196,FALSE,NA,NA,NA,NA,NA
197,FALSE,NA,NA,NA,NA,NA
198,FALSE,12,9,9,9,8
199,FALSE,9,7,9,5,9
200,FALSE,NA,NA,NA,NA,NA
201,FALSE,7,7,9,9,8
202,FALSE,8,12,12,9,8
203,FALSE,9,7,12,12,9
204,FALSE,9,8,12,9,12
205,FALSE,12,12,12,12,12
206,FALSE,7,9,8,7,9
207,FALSE,9,8,12,12,12
208,FALSE,NA,NA,NA,NA,NA
209,FALSE,NA,NA,NA,NA,NA
210,FALSE,7,6,8,6,6
211,FALSE,NA,NA,NA,NA,NA
212,FALSE,7,8,8,7,8
213,FALSE,NA,NA,NA,NA,NA
214,TRUE,8,12,8,12,6
215,TRUE,7,6,9,8,9
216,TRUE,NA,NA,NA,NA,NA
217,TRUE,NA,NA,NA,NA,NA
218,TRUE,NA,NA,NA,NA,NA
219,TRUE,NA,NA,NA,NA,NA
220,TRUE,12,12,12,12,9
221,TRUE,6,8,9,7,9
222,TRUE,NA,NA,NA,NA,NA
223,TRUE,7,8,9,6,3
224,TRUE,8,12,8,8,8
225,TRUE,NA,NA,NA,NA,NA
226,TRUE,9,8,8,7,8
227,TRUE,7,9,9,8,9
228,TRUE,NA,NA,NA,NA,NA
229,TRUE,9,7,12,5,9
230,TRUE,7,7,8,7,4
231,TRUE,NA,NA,NA,NA,NA
232,TRUE,8,9,8,8,6
233,TRUE,NA,NA,NA,NA,NA
234,FALSE,9,10,9,8,10
235,FALSE,7,9,8,8,8
236,FALSE,NA,NA,NA,NA,NA
237,FALSE,2,8,4,2,4
238,FALSE,9,9,9,9,8
239,FALSE,8,9,9,7,4
240,FALSE,5,8,6,7,7
241,FALSE,6,10,7,8,7
242,FALSE,8,9,9,7,3
243,TRUE,NA,NA,NA,NA,NA
244,TRUE,7,9,8,8,9
245,TRUE,NA,NA,NA,NA,NA
246,TRUE,7,7,7,7,5
247,TRUE,4,8,7,3,3
248,TRUE,6,6,8,8,9
249,TRUE,7,9,10,8,9
250,TRUE,NA,NA,NA,NA,NA
251,TRUE,7,9,10,8,8
252,FALSE,NA,NA,NA,NA,NA
253,FALSE,8,10,9,8,8
254,FALSE,NA,NA,NA,NA,NA
255,FALSE,NA,NA,NA,NA,NA
256,FALSE,NA,NA,NA,NA,NA
257,FALSE,NA,NA,NA,NA,NA
258,FALSE,NA,NA,NA,NA,NA
259,FALSE,7,9,7,8,9
260,FALSE,7,6,8,6,6
261,FALSE,6,8,8,7,8
262,FALSE,6,9,9,5,3
263,FALSE,NA,NA,NA,NA,NA
264,FALSE,8,7,9,8,7
265,FALSE,NA,NA,NA,NA,NA
266,FALSE,NA,NA,NA,NA,NA
267,FALSE,7,9,5,6,5
268,FALSE,9,9,9,7,8
269,FALSE,NA,NA,NA,NA,NA
270,FALSE,6,4,7,6,5
271,FALSE,9,9,9,10,9
272,FALSE,NA,NA,NA,NA,NA
273,TRUE,7,6,6,6,6
274,TRUE,9,9,9,9,9
275,TRUE,NA,NA,NA,NA,NA
276,TRUE,8,8,9,7,8
277,TRUE,4,8,8,8,6
278,TRUE,9,9,9,9,9
279,TRUE,NA,NA,NA,NA,NA
280,TRUE,5,8,8,5,7
281,TRUE,NA,NA,NA,NA,NA
282,TRUE,NA,NA,NA,NA,NA
283,TRUE,NA,NA,NA,NA,NA
284,TRUE,7,7,7,7,6
285,TRUE,NA,NA,NA,NA,NA
286,TRUE,NA,NA,NA,NA,NA
287,TRUE,NA,NA,NA,NA,NA
288,TRUE,6,8,7,7,7
289,TRUE,4,9,10,10,9
290,TRUE,NA,NA,NA,NA,NA
291,TRUE,NA,NA,NA,NA,NA
292,TRUE,NA,NA,NA,NA,NA
293,TRUE,NA,NA,NA,NA,NA
294,FALSE,NA,NA,NA,NA,NA
295,FALSE,7,9,8,8,6
296,FALSE,8,10,10,9,9
297,FALSE,8,10,10,9,10
298,FALSE,NA,NA,NA,NA,NA
299,FALSE,NA,NA,NA,NA,NA
300,FALSE,NA,NA,NA,NA,NA
301,FALSE,NA,NA,NA,NA,NA
302,FALSE,8,9,9,10,10
303,FALSE,8,10,8,7,7
304,FALSE,7,9,8,10,9
305,FALSE,8,9,8,7,3
306,FALSE,6,8,7,7,7
307,FALSE,4,8,7,8,7
308,TRUE,NA,NA,NA,NA,NA
309,TRUE,7,7,9,9,7
310,TRUE,NA,NA,NA,NA,NA
311,TRUE,NA,NA,NA,NA,NA
312,TRUE,NA,NA,NA,NA,NA
313,TRUE,7,8,9,8,5
314,TRUE,7,7,9,6,8
315,TRUE,NA,NA,NA,NA,NA
316,TRUE,7,8,7,8,9
317,TRUE,7,3,7,8,6
318,TRUE,NA,NA,NA,NA,NA
319,TRUE,5,7,9,6,6
320,TRUE,NA,NA,NA,NA,NA
321,TRUE,NA,NA,NA,NA,NA
322,FALSE,2,8,8,6,4
323,FALSE,7,8,6,6,1
324,FALSE,NA,NA,NA,NA,NA
325,FALSE,NA,NA,NA,NA,NA
326,FALSE,NA,NA,NA,NA,NA
327,FALSE,NA,NA,NA,NA,NA
328,FALSE,9,10,10,8,9
329,FALSE,NA,NA,NA,NA,NA
330,FALSE,NA,NA,NA,NA,NA
331,FALSE,7,6,6,8,5
332,TRUE,5,10,7,7,10
333,TRUE,8,7,9,7,8
334,TRUE,NA,NA,NA,NA,NA
335,TRUE,NA,NA,NA,NA,NA
336,TRUE,5,5,5,5,5
337,TRUE,NA,NA,NA,NA,NA
338,TRUE,NA,NA,NA,NA,NA
339,TRUE,NA,NA,NA,NA,NA
340,TRUE,NA,NA,NA,NA,NA
341,FALSE,NA,NA,NA,NA,NA
342,FALSE,NA,NA,NA,NA,NA
343,FALSE,7,9,9,9,9
344,FALSE,NA,NA,NA,NA,NA
345,FALSE,7,9,8,8,6
346,FALSE,NA,NA,NA,NA,NA
347,FALSE,NA,NA,NA,NA,NA
348,FALSE,NA,NA,NA,NA,NA
349,FALSE,8,8,9,8,7
350,FALSE,NA,NA,NA,NA,NA
351,FALSE,NA,NA,NA,NA,NA
352,FALSE,NA,NA,NA,NA,NA
353,FALSE,NA,NA,NA,NA,NA
354,FALSE,7,8,9,10,9
355,FALSE,NA,NA,NA,NA,NA
356,FALSE,NA,NA,NA,NA,NA
357,FALSE,6,8,7,7,8
358,FALSE,NA,NA,NA,NA,NA
359,FALSE,7,10,9,2,5
360,FALSE,7,9,8,7,8
361,TRUE,5,7,8,8,8
362,TRUE,NA,NA,NA,NA,NA
363,TRUE,NA,NA,NA,NA,NA
364,TRUE,NA,NA,NA,NA,NA
365,TRUE,NA,NA,NA,NA,NA
366,TRUE,NA,NA,NA,NA,NA
367,TRUE,NA,NA,NA,NA,NA
368,TRUE,6,6,8,7,5
369,TRUE,6,9,10,9,7
370,TRUE,NA,NA,NA,NA,NA
371,TRUE,NA,NA,NA,NA,NA
372,TRUE,NA,NA,NA,NA,NA
373,TRUE,NA,NA,NA,NA,NA
374,TRUE,NA,NA,NA,NA,NA
375,TRUE,NA,NA,NA,NA,NA
376,TRUE,7,9,9,8,9
377,TRUE,NA,NA,NA,NA,NA
378,TRUE,NA,NA,NA,NA,NA
379,FALSE,7,8,9,7,9
380,FALSE,NA,NA,NA,NA,NA
381,FALSE,NA,NA,NA,NA,NA
382,FALSE,NA,NA,NA,NA,NA
383,FALSE,7,8,5,6,4
384,FALSE,8,7,8,9,8
385,FALSE,NA,NA,NA,NA,NA
386,FALSE,7,8,8,7,7
387,FALSE,NA,NA,NA,NA,NA
388,FALSE,NA,NA,NA,NA,NA
389,FALSE,8,10,8,10,6
390,FALSE,NA,NA,NA,NA,NA
391,FALSE,7,8,8,8,7
392,FALSE,NA,NA,NA,NA,NA
393,FALSE,NA,NA,NA,NA,NA
394,FALSE,8,7,7,6,7
395,FALSE,9,10,9,9,7
396,FALSE,NA,NA,NA,NA,NA
397,TRUE,7,8,10,8,10
398,TRUE,7,7,8,10,7
399,TRUE,NA,NA,NA,NA,NA
400,TRUE,NA,NA,NA,NA,NA
401,TRUE,8,2,10,8,5
402,TRUE,6,8,9,7,8
403,TRUE,NA,NA,NA,NA,NA
404,TRUE,8,8,9,8,9
405,TRUE,NA,NA,NA,NA,NA
406,TRUE,NA,NA,NA,NA,NA
407,TRUE,7,8,8,6,8
408,TRUE,NA,NA,NA,NA,NA
409,TRUE,NA,NA,NA,NA,NA
410,TRUE,NA,NA,NA,NA,NA
411,TRUE,7,8,8,9,6
412,TRUE,NA,NA,NA,NA,NA
413,TRUE,NA,NA,NA,NA,NA
414,TRUE,NA,NA,NA,NA,NA
415,TRUE,8,8,10,7,9
416,FALSE,6,6,7,8,7
417,FALSE,NA,NA,NA,NA,NA
418,FALSE,7,8,7,7,5
419,FALSE,NA,NA,NA,NA,NA
420,FALSE,9,10,10,8,8
421,FALSE,8,8,6,6,7
422,TRUE,NA,NA,NA,NA,NA
423,TRUE,NA,NA,NA,NA,NA
424,TRUE,NA,NA,NA,NA,NA
425,TRUE,NA,NA,NA,NA,NA
426,TRUE,NA,NA,NA,NA,NA
427,TRUE,NA,NA,NA,NA,NA
428,TRUE,NA,NA,NA,NA,NA
429,TRUE,7,7,8,8,8
430,FALSE,5,8,5,9,7
431,FALSE,8,10,9,9,10
432,FALSE,NA,NA,NA,NA,NA
433,FALSE,NA,NA,NA,NA,NA
434,FALSE,8,8,8,8,7
435,FALSE,NA,NA,NA,NA,NA
436,FALSE,NA,NA,NA,NA,NA
437,FALSE,NA,NA,NA,NA,NA
438,FALSE,7,8,8,8,8
439,FALSE,7,7,7,7,6
440,TRUE,NA,NA,NA,NA,NA
441,TRUE,7,7,9,7,8
442,TRUE,NA,NA,NA,NA,NA
443,TRUE,NA,NA,NA,NA,NA
444,TRUE,NA,NA,NA,NA,NA
445,TRUE,8,9,9,7,7
446,TRUE,NA,NA,NA,NA,NA
447,TRUE,NA,NA,NA,NA,NA
448,TRUE,9,9,10,9,10
449,TRUE,NA,NA,NA,NA,NA
450,TRUE,7,7,9,7,9
451,TRUE,NA,NA,NA,NA,NA
452,TRUE,NA,NA,NA,NA,NA
453,TRUE,NA,NA,NA,NA,NA
454,FALSE,8,9,10,9,5
455,FALSE,NA,NA,NA,NA,NA
456,FALSE,NA,NA,NA,NA,NA
457,FALSE,NA,NA,NA,NA,NA
458,FALSE,10,10,10,10,10
459,FALSE,8,8,8,8,8
460,TRUE,8,8,9,8,8
461,TRUE,NA,NA,NA,NA,NA
462,TRUE,4,8,6,4,2
463,TRUE,NA,NA,NA,NA,NA
464,TRUE,NA,NA,NA,NA,NA
465,TRUE,NA,NA,NA,NA,NA
466,FALSE,NA,NA,NA,NA,NA
467,FALSE,7,9,9,8,8
468,FALSE,9,9,8,7,9
469,FALSE,8,7,7,8,5
470,FALSE,NA,NA,NA,NA,NA
471,FALSE,NA,NA,NA,NA,NA
472,FALSE,NA,NA,NA,NA,NA
473,FALSE,NA,NA,NA,NA,NA
474,FALSE,NA,NA,NA,NA,NA
475,FALSE,NA,NA,NA,NA,NA
476,FALSE,8,8,8,8,9
477,FALSE,NA,NA,NA,NA,NA
478,FALSE,NA,NA,NA,NA,NA
479,FALSE,NA,NA,NA,NA,NA
480,FALSE,NA,NA,NA,NA,NA
481,TRUE,8,7,9,8,6
482,TRUE,NA,NA,NA,NA,NA
483,TRUE,NA,NA,NA,NA,NA
484,TRUE,2,8,8,2,8
485,TRUE,NA,NA,NA,NA,NA
486,TRUE,7,10,9,8,9
487,TRUE,NA,NA,NA,NA,NA
488,TRUE,NA,NA,NA,NA,NA
489,TRUE,NA,NA,NA,NA,NA
490,TRUE,NA,NA,NA,NA,NA
491,TRUE,8,7,6,7,7
492,TRUE,5,6,8,10,7
493,TRUE,NA,NA,NA,NA,NA
494,TRUE,NA,NA,NA,NA,NA
495,TRUE,NA,NA,NA,NA,NA
496,FALSE,NA,NA,NA,NA,NA
497,FALSE,NA,NA,NA,NA,NA
498,FALSE,NA,NA,NA,NA,NA
499,FALSE,9,10,10,9,4
500,FALSE,NA,NA,NA,NA,NA
501,FALSE,8,8,9,8,9
502,TRUE,NA,NA,NA,NA,NA
503,TRUE,6,8,10,3,4
504,TRUE,NA,NA,NA,NA,NA
505,TRUE,NA,NA,NA,NA,NA
506,TRUE,NA,NA,NA,NA,NA
507,TRUE,6,9,8,7,5
508,TRUE,NA,NA,NA,NA,NA
509,FALSE,NA,NA,NA,NA,NA
510,FALSE,7,9,8,6,5
511,FALSE,NA,NA,NA,NA,NA
512,FALSE,NA,NA,NA,NA,NA
513,FALSE,NA,NA,NA,NA,NA
514,FALSE,9,10,10,9,7
515,FALSE,NA,NA,NA,NA,NA
516,FALSE,NA,NA,NA,NA,NA
517,FALSE,NA,NA,NA,NA,NA
518,FALSE,NA,NA,NA,NA,NA
519,FALSE,NA,NA,NA,NA,NA
520,FALSE,8,9,9,7,5
521,FALSE,7,9,8,9,8
522,FALSE,NA,NA,NA,NA,NA
523,FALSE,NA,NA,NA,NA,NA
524,FALSE,6,9,8,8,8
525,FALSE,NA,NA,NA,NA,NA
526,FALSE,4,3,3,7,7
527,FALSE,NA,NA,NA,NA,NA
528,FALSE,9,8,9,10,10
529,FALSE,6,10,7,8,7
530,FALSE,6,9,5,7,5
531,TRUE,NA,NA,NA,NA,NA
532,TRUE,6,7,7,7,6
533,TRUE,NA,NA,NA,NA,NA
534,TRUE,NA,NA,NA,NA,NA
535,TRUE,NA,NA,NA,NA,NA
536,TRUE,NA,NA,NA,NA,NA
537,TRUE,8,9,8,9,10
538,TRUE,NA,NA,NA,NA,NA
539,TRUE,NA,NA,NA,NA,NA
540,TRUE,6,5,6,5,4
541,TRUE,NA,NA,NA,NA,NA
542,TRUE,NA,NA,NA,NA,NA
543,TRUE,NA,NA,NA,NA,NA
544,TRUE,NA,NA,NA,NA,NA
545,TRUE,9,9,9,9,9
546,TRUE,8,6,9,10,7
547,TRUE,NA,NA,NA,NA,NA
548,TRUE,8,9,9,9,9
549,TRUE,7,9,8,7,8
550,TRUE,NA,NA,NA,NA,NA
551,TRUE,NA,NA,NA,NA,NA
552,TRUE,8,5,7,6,7
