"iid","wave","is_male","attractiveness","sincerity","intelligence","fun","ambition","shared_interests"
102,4,TRUE,10,30,20,30,10,0
103,4,TRUE,40,5,10,20,15,10
104,4,TRUE,15,20,20,20,15,10
105,4,TRUE,25,15,20,15,10,15
106,4,TRUE,20,15,20,20,5,20
107,4,TRUE,22,20,18,23,10,7
108,4,TRUE,25,25,15,15,10,10
109,4,TRUE,20,15,15,15,20,15
110,4,TRUE,20,20,15,15,5,25
111,4,TRUE,25,20,15,15,10,15
112,5,FALSE,45,15,10,20,0,5
113,5,FALSE,30,5,15,25,10,20
114,5,FALSE,30,10,20,20,10,10
115,5,FALSE,40,10,20,20,0,10
116,5,FALSE,30,5,10,30,5,20
117,5,FALSE,20,10,15,20,15,20
119,5,FALSE,70,5,5,10,5,5
120,5,FALSE,50,1,20,20,2,7
121,5,FALSE,60,5,0,20,0,15
122,5,TRUE,50,10,10,10,10,10
123,5,TRUE,20,50,10,5,5,10
124,5,TRUE,20,30,10,10,20,10
125,5,TRUE,25,10,15,15,15,20
126,5,TRUE,20,20,15,20,15,10
127,5,TRUE,20,20,20,20,10,10
128,5,TRUE,25,15,20,20,10,10
129,5,TRUE,40,21,10,10,10,10
130,5,TRUE,60,20,10,10,NA,NA
131,5,TRUE,30,10,20,20,10,10
132,6,FALSE,22.73,15.91,13.64,15.91,13.64,18.18
133,6,FALSE,24.32,16.22,13.51,16.22,10.81,18.92
134,6,FALSE,20.51,15.38,12.82,20.51,12.82,17.95
135,6,FALSE,18.75,16.67,14.58,18.75,18.75,12.5
136,6,FALSE,NA,NA,NA,NA,NA,NA
137,6,TRUE,14.89,17.02,17.02,17.02,14.89,19.15
138,6,TRUE,18.37,18.37,16.33,16.33,16.33,14.29
139,6,TRUE,19.61,19.61,15.69,19.61,11.76,13.73
140,6,TRUE,15.56,17.78,17.78,15.56,15.56,17.78
141,6,TRUE,19.05,7.14,19.05,23.81,21.43,9.52
142,7,FALSE,19.57,13.04,17.39,19.57,15.22,15.22
143,7,FALSE,17.86,16.07,17.86,16.07,14.29,17.86
144,7,FALSE,20,15.56,15.56,17.78,15.56,15.56
145,7,FALSE,22.22,13.33,17.78,20,8.89,17.78
146,7,FALSE,20,13.33,15.56,20,13.33,17.78
147,7,FALSE,25,12.5,12.5,25,12.5,12.5
148,7,FALSE,23.81,16.67,14.29,23.81,9.52,11.9
149,7,FALSE,28.57,8.57,20,20,14.29,8.57
150,7,FALSE,25,15,15,15,15,15
151,7,FALSE,23.81,14.29,16.67,19.05,14.29,11.9
152,7,FALSE,24.32,13.51,13.51,24.32,8.11,16.22
153,7,FALSE,23.53,17.65,14.71,14.71,14.71,14.71
154,7,FALSE,16.67,16.67,16.67,16.67,16.67,16.67
155,7,FALSE,21.95,14.63,12.2,21.95,9.76,19.51
156,7,FALSE,18.87,15.09,15.09,18.87,15.09,16.98
157,7,FALSE,23.26,16.28,13.95,16.28,13.95,16.28
158,7,TRUE,15.22,19.57,19.57,19.57,8.7,17.39
159,7,TRUE,14.81,18.52,18.52,16.67,14.81,16.67
160,7,TRUE,14.29,20.41,16.33,16.33,18.37,14.29
161,7,TRUE,14.55,18.18,18.18,16.36,18.18,14.55
162,7,TRUE,13.04,19.57,19.57,17.39,17.39,13.04
163,7,TRUE,14.29,14.29,14.29,23.81,14.29,19.05
164,7,TRUE,21.88,15.63,15.63,15.63,15.63,15.63
165,7,TRUE,9.09,20.45,18.18,20.45,13.64,18.18
166,7,TRUE,21.74,15.22,15.22,15.22,17.39,15.22
167,7,TRUE,13.64,18.18,20.45,13.64,15.91,18.18
168,7,TRUE,16.67,16.67,16.67,16.67,16.67,16.67
169,7,TRUE,20,15.56,17.78,17.78,15.56,13.33
170,7,TRUE,17.78,15.56,15.56,17.78,20,13.33
171,7,TRUE,15.22,15.22,19.57,19.57,19.57,10.87
172,7,TRUE,17.39,17.39,19.57,17.39,17.39,10.87
173,7,TRUE,14.58,18.75,18.75,20.83,16.67,10.42
174,8,FALSE,17.07,17.07,14.63,19.51,12.2,19.51
175,8,FALSE,22.22,11.11,13.33,20,17.78,15.56
176,8,FALSE,18.75,18.75,16.67,18.75,12.5,14.58
177,8,FALSE,25,15,15,17.5,12.5,15
178,8,FALSE,22.73,11.36,11.36,18.18,18.18,18.18
179,8,FALSE,22.73,13.64,18.18,22.73,11.36,11.36
180,8,FALSE,18.6,18.6,11.63,23.26,11.63,16.28
181,8,FALSE,18.87,11.32,16.98,18.87,16.98,16.98
182,8,FALSE,19.23,15.38,15.38,17.31,15.38,17.31
183,8,FALSE,23.68,21.05,13.16,23.68,15.79,2.63
184,8,TRUE,16.67,16.67,16.67,16.67,16.67,16.67
185,8,TRUE,16.36,18.18,14.55,18.18,18.18,14.55
186,8,TRUE,15.79,13.16,21.05,18.42,21.05,10.53
187,8,TRUE,15.09,18.87,15.09,18.87,18.87,13.21
188,8,TRUE,14.29,14.29,19.05,19.05,19.05,14.29
189,8,TRUE,16.98,16.98,16.98,16.98,16.98,15.09
190,8,TRUE,12.77,19.15,19.15,19.15,14.89,14.89
191,8,TRUE,9.09,20.45,18.18,15.91,20.45,15.91
192,8,TRUE,14,18,14,20,18,16
193,8,TRUE,26.32,13.16,13.16,26.32,13.16,7.89
194,9,FALSE,20,12,16,20,14,18
195,9,FALSE,22.73,15.91,18.18,18.18,11.36,13.64
196,9,FALSE,18.75,18.75,16.67,16.67,14.58,14.58
197,9,FALSE,23.81,14.29,19.05,16.67,14.29,11.9
198,9,FALSE,25.64,17.95,12.82,15.38,15.38,12.82
199,9,FALSE,31.25,15.63,9.38,18.75,9.38,15.63
200,9,FALSE,17.02,14.89,14.89,19.15,17.02,17.02
201,9,FALSE,25.71,17.14,14.29,22.86,8.57,11.43
202,9,FALSE,21.43,16.67,9.52,21.43,14.29,16.67
203,9,FALSE,23.68,18.42,10.53,18.42,13.16,15.79
204,9,FALSE,31.25,9.38,9.38,31.25,3.13,15.63
205,9,FALSE,21.43,11.9,11.9,19.05,19.05,16.67
206,9,FALSE,18,16,18,20,16,12
207,9,FALSE,18.37,16.33,16.33,18.37,16.33,14.29
208,9,FALSE,23.26,16.28,13.95,16.28,13.95,16.28
209,9,FALSE,20.93,13.95,13.95,18.6,13.95,18.6
210,9,FALSE,25,22.22,13.89,13.89,2.78,22.22
211,9,FALSE,16,16,18,20,14,16
212,9,FALSE,22.5,15,15,22.5,12.5,12.5
213,9,FALSE,18.18,18.18,16.36,18.18,14.55,14.55
214,9,TRUE,14.58,20.83,16.67,18.75,16.67,12.5
215,9,TRUE,11.63,23.26,16.28,20.93,11.63,16.28
216,9,TRUE,19.57,17.39,15.22,17.39,17.39,13.04
217,9,TRUE,12.24,20.41,20.41,16.33,16.33,14.29
218,9,TRUE,17.39,19.57,15.22,19.57,15.22,13.04
219,9,TRUE,20,12.5,15,17.5,17.5,17.5
220,9,TRUE,15.38,15.38,15.38,17.31,17.31,19.23
221,9,TRUE,15.69,19.61,19.61,15.69,17.65,11.76
222,9,TRUE,16.67,21.43,7.14,21.43,14.29,19.05
223,9,TRUE,27.59,6.9,13.79,20.69,24.14,6.9
224,9,TRUE,21.74,19.57,15.22,21.74,4.35,17.39
225,9,TRUE,19.51,14.63,19.51,19.51,12.2,14.63
226,9,TRUE,19.05,16.67,19.05,11.9,19.05,14.29
227,9,TRUE,15.69,15.69,17.65,15.69,17.65,17.65
228,9,TRUE,15.38,10.26,20.51,20.51,15.38,17.95
229,9,TRUE,15.22,19.57,15.22,17.39,21.74,10.87
230,9,TRUE,16.67,16.67,16.67,16.67,16.67,16.67
231,9,TRUE,18.18,11.36,15.91,18.18,20.45,15.91
232,9,TRUE,19.15,17.02,17.02,17.02,14.89,14.89
233,9,TRUE,14,20,14,18,16,18
234,10,FALSE,75,1,1,3,10,10
235,10,FALSE,25,10,10,25,10,20
236,10,FALSE,30,10,10,30,10,10
237,10,FALSE,30,5,15,30,10,10
238,10,FALSE,50,10,10,25,0,5
239,10,FALSE,20,20,15,20,10,15
240,10,FALSE,40,5,10,25,10,10
241,10,FALSE,90,5,2,3,0,5
242,10,FALSE,30,10,20,25,5,10
243,10,TRUE,20,25,15,20,10,10
244,10,TRUE,20,20,10,20,20,10
245,10,TRUE,25,11,11,18,20,15
246,10,TRUE,40,5,5,30,15,5
247,10,TRUE,30,12,20,23,5,10
248,10,TRUE,20,15,15,25,20,5
249,10,TRUE,15,15,25,10,25,10
250,10,TRUE,20,20,20,20,10,10
251,10,TRUE,13,20,30,15,15,7
252,11,FALSE,20,5,20,20,20,15
253,11,FALSE,40,20,5,20,5,20
254,11,FALSE,30,15,10,25,10,10
255,11,FALSE,50,10,10,10,10,10
256,11,FALSE,30,10,20,25,5,10
257,11,FALSE,50,10,10,10,10,10
258,11,FALSE,50,8,9,17,5,11
259,11,FALSE,17,18,16,18,13,18
260,11,FALSE,19,20,19,14,13,15
261,11,FALSE,45,10,10,20,5,10
262,11,FALSE,20,10,10,20,10,30
263,11,FALSE,50,30,5,5,5,5
264,11,FALSE,30,10,10,20,10,20
265,11,FALSE,68,5,10,10,2,5
266,11,FALSE,39,20,15,20,0,6
267,11,FALSE,20,30,20,10,20,10
268,11,FALSE,30,10,15,20,10,15
269,11,FALSE,30,10,10,30,5,10
270,11,FALSE,19,13,17,19,16,16
271,11,FALSE,30,10,30,10,10,10
272,11,FALSE,40,10,10,30,10,0
273,11,TRUE,17,15,23,20,15,10
274,11,TRUE,10,10,25,25,25,5
275,11,TRUE,10,15,20,15,15,25
276,11,TRUE,25,18,11,18,23,5
277,11,TRUE,50,0,0,0,50,0
278,11,TRUE,25,15,20,25,10,5
279,11,TRUE,40,3,25,8,13,11
280,11,TRUE,20,10,30,15,15,10
281,11,TRUE,25,10,10,25,20,10
282,11,TRUE,25,15,20,10,20,10
283,11,TRUE,30,10,30,10,10,10
284,11,TRUE,15,15,15,20,20,15
285,11,TRUE,20,20,25,25,5,5
286,11,TRUE,15,15,20,15,20,15
287,11,TRUE,18,20,10,25,7,20
288,11,TRUE,30,20,5,25,10,10
289,11,TRUE,30,20,15,15,20,0
290,11,TRUE,15,5,20,30,25,5
291,11,TRUE,30,15,20,20,5,10
292,11,TRUE,10,21,22,15,15,17
293,11,TRUE,15,25,20,15,15,10
294,12,FALSE,35,20,10,20,10,5
295,12,FALSE,22,20,14,18,8,18
296,12,FALSE,50,0,10,30,0,10
297,12,FALSE,40,10,10,15,10,15
298,12,FALSE,50,10,10,10,10,10
299,12,FALSE,40,10,10,10,10,20
300,12,FALSE,40,5,10,20,5,20
301,12,FALSE,40,5,20,20,10,5
302,12,FALSE,70,5,5,15,0,5
303,12,FALSE,40,10,15,25,5,5
304,12,FALSE,25,15,20,25,5,10
305,12,FALSE,35,15,8,20,2,20
306,12,FALSE,22,13,18,18,16,13
307,12,FALSE,30,10,20,20,10,10
308,12,TRUE,15,20,20,15,15,15
309,12,TRUE,30,10,15,25,10,10
310,12,TRUE,21,17,16,15,13,18
311,12,TRUE,20,20,20,10,10,20
312,12,TRUE,25,20,10,20,15,10
313,12,TRUE,20,15,15,15,25,10
314,12,TRUE,15,25,10,20,15,15
315,12,TRUE,20,15,20,15,20,10
316,12,TRUE,25,10,20,25,15,5
317,12,TRUE,20,0,30,30,0,20
318,12,TRUE,20,20,10,25,15,10
319,12,TRUE,35,5,5,15,30,10
320,12,TRUE,20,10,10,10,20,10
321,12,TRUE,40,10,10,30,5,5
322,13,FALSE,40,30,10,10,0,10
323,13,FALSE,30,20,10,20,10,10
324,13,FALSE,60,5,5,15,5,10
325,13,FALSE,30,20,10,20,10,10
326,13,FALSE,25,15,10,25,10,15
327,13,FALSE,50,10,10,10,0,20
328,13,FALSE,10,10,20,40,10,10
329,13,FALSE,30,10,10,30,10,10
330,13,FALSE,50,10,5,15,5,15
331,13,FALSE,30,10,10,30,10,10
332,13,TRUE,50,5,5,30,5,5
333,13,TRUE,20,15,10,20,20,15
334,13,TRUE,20,10,20,20,10,20
335,13,TRUE,15,20,20,20,15,10
336,13,TRUE,30,15,20,10,15,10
337,13,TRUE,16,17,17,17,17,16
338,13,TRUE,25,10,20,25,10,10
339,13,TRUE,NA,NA,NA,NA,NA,NA
340,13,TRUE,NA,NA,NA,NA,NA,NA
341,14,FALSE,60,10,10,15,0,5
342,14,FALSE,70,5,5,15,5,0
343,14,FALSE,30,15,7,20,8,20
344,14,FALSE,30,10,10,20,10,20
345,14,FALSE,35,10,10,25,10,10
346,14,FALSE,NA,NA,NA,NA,NA,NA
347,14,FALSE,30,5,10,20,30,5
348,14,FALSE,25,15,15,15,15,15
349,14,FALSE,50,5,20,30,5,0
350,14,FALSE,30,5,10,25,5,25
351,14,FALSE,30,10,10,30,10,10
352,14,FALSE,20,20,15,10,15,20
353,14,FALSE,18,18,19,19,18,18
354,14,FALSE,40,5,10,25,15,15
355,14,FALSE,60,10,5,20,5,0
356,14,FALSE,50,0,20,25,0,5
357,14,FALSE,60,0,5,20,0,15
358,14,FALSE,40,5,10,10,5,30
359,14,FALSE,25,7,8,25,10,25
360,14,FALSE,30,10,10,20,10,20
361,14,TRUE,30,10,20,5,30,5
362,14,TRUE,33,17,16,33,0,1
363,14,TRUE,20,25,15,30,5,5
364,14,TRUE,25,10,25,20,15,5
365,14,TRUE,20,20,20,15,15,10
366,14,TRUE,13,20,14,20,13,20
367,14,TRUE,20,25,25,10,15,5
368,14,TRUE,20,20,20,15,15,10
369,14,TRUE,50,5,10,20,5,10
370,14,TRUE,30,10,20,10,20,10
371,14,TRUE,15,15,15,15,20,20
372,14,TRUE,30,10,15,10,20,15
373,14,TRUE,80,5,5,5,5,0
374,14,TRUE,60,10,10,10,5,5
375,14,TRUE,30,10,10,15,25,10
376,14,TRUE,30,10,20,10,20,10
377,14,TRUE,20,25,20,20,10,5
378,14,TRUE,25,10,10,15,30,10
379,15,FALSE,50,5,5,30,0,10
380,15,FALSE,100,0,0,0,0,0
381,15,FALSE,40,5,20,15,10,10
382,15,FALSE,80,0,10,10,0,0
383,15,FALSE,75,1,2,20,1,1
384,15,FALSE,20,20,10,20,20,10
385,15,FALSE,50,5,10,20,5,10
386,15,FALSE,40,5,10,20,10,15
387,15,FALSE,30,15,20,15,10,10
388,15,FALSE,25,15,15,15,15,15
389,15,FALSE,50,0,10,15,15,10
390,15,FALSE,10,20,20,10,10,30
391,15,FALSE,80,0,0,20,0,0
392,15,FALSE,25,10,10,25,15,15
393,15,FALSE,18,18,18,18,5,13
394,15,FALSE,20,20,15,15,15,15
395,15,FALSE,30,20,10,20,10,10
396,15,FALSE,20,15,15,18,14,18
397,15,TRUE,18,28,17,23,6,8
398,15,TRUE,20,20,20,20,10,10
399,15,TRUE,15,15,25,20,25,0
400,15,TRUE,80,5,5,4,3,3
401,15,TRUE,25,10,30,10,0,25
402,15,TRUE,25,20,10,20,10,15
403,15,TRUE,25,20,10,20,15,10
404,15,TRUE,10,16,24,24,20,6
405,15,TRUE,25,10,25,15,20,5
406,15,TRUE,20,20,20,20,20,0
407,15,TRUE,50,10,10,10,10,10
408,15,TRUE,30,15,15,20,10,15
409,15,TRUE,15,15,20,20,15,15
410,15,TRUE,30,10,10,20,10,10
411,15,TRUE,60,0,10,20,0,0
412,15,TRUE,60,10,10,10,5,5
413,15,TRUE,25,10,20,25,10,10
414,15,TRUE,95,1,1,1,1,1
415,15,TRUE,20,10,10,30,10,20
416,16,FALSE,30,10,10,30,10,10
417,16,FALSE,25,10,10,20,15,20
418,16,FALSE,25,15,15,20,10,15
419,16,FALSE,50,10,5,10,5,20
420,16,FALSE,35,5,15,25,5,15
421,16,FALSE,30,10,20,20,10,10
422,16,TRUE,30,20,15,15,15,5
423,16,TRUE,20,10,20,10,35,5
424,16,TRUE,25,15,15,15,15,15
425,16,TRUE,10,25,20,10,20,15
426,16,TRUE,30,3,40,4,20,3
427,16,TRUE,25,10,10,25,20,10
428,16,TRUE,50,10,10,10,10,10
429,16,TRUE,25,15,15,15,15,15
430,17,FALSE,25,10,10,30,10,15
431,17,FALSE,50,10,10,10,10,10
432,17,FALSE,25,10,25,15,20,5
433,17,FALSE,35,10,10,35,5,5
434,17,FALSE,40,10,10,25,0,15
435,17,FALSE,50,1,4,25,10,10
436,17,FALSE,50,0,0,50,0,0
437,17,FALSE,35,12,12,15,15,23
438,17,FALSE,20,12,15,15,14,14
439,17,FALSE,60,0,10,10,10,10
440,17,TRUE,40,5,20,10,20,5
441,17,TRUE,50,0,0,25,25,0
442,17,TRUE,30,10,10,20,30,10
443,17,TRUE,40,0,20,20,20,0
444,17,TRUE,30,20,10,30,5,5
445,17,TRUE,30,15,10,20,20,5
446,17,TRUE,30,25,25,20,0,0
447,17,TRUE,20,20,15,25,10,10
448,17,TRUE,15,15,25,17,18,10
449,17,TRUE,25,1,13,44,11,6
450,17,TRUE,25,5,5,5,30,30
451,17,TRUE,20,40,10,10,10,10
452,17,TRUE,35,5,15,30,5,10
453,17,TRUE,20,15,20,15,15,15
454,18,FALSE,30,20,10,20,10,10
455,18,FALSE,25,12,12,20,11,20
456,18,FALSE,30,15,10,15,10,20
457,18,FALSE,30,20,10,15,10,15
458,18,FALSE,50,10,20,0,0,20
459,18,FALSE,50,0,0,30,0,20
460,18,TRUE,15,20,15,10,20,15
461,18,TRUE,50,10,15,15,10,0
462,18,TRUE,20,20,10,20,10,20
463,18,TRUE,15,15,15,15,15,25
464,18,TRUE,20,20,20,10,20,10
465,18,TRUE,50,10,10,10,10,10
466,19,FALSE,45,5,15,15,10,10
467,19,FALSE,60,5,15,10,5,5
468,19,FALSE,30,15,20,15,10,10
469,19,FALSE,40,10,20,10,10,10
470,19,FALSE,60,10,10,10,5,5
471,19,FALSE,25,10,15,15,15,20
472,19,FALSE,30,5,10,30,5,20
473,19,FALSE,20,20,15,15,15,15
474,19,FALSE,50,10,10,10,10,10
475,19,FALSE,40,5,10,15,10,20
476,19,FALSE,50,5,5,30,5,5
477,19,FALSE,25,20,15,20,10,10
478,19,FALSE,30,20,10,10,10,20
479,19,FALSE,30,5,15,25,10,15
480,19,FALSE,18,15,16,20,15,16
481,19,TRUE,30,10,10,20,20,10
482,19,TRUE,14,20,18,18,20,10
483,19,TRUE,20,0,40,5,5,30
484,19,TRUE,25,10,25,15,5,20
485,19,TRUE,15,20,15,15,20,15
486,19,TRUE,10,25,25,15,15,10
487,19,TRUE,15,15,15,20,20,15
488,19,TRUE,20,20,20,20,10,10
489,19,TRUE,20,20,20,20,20,0
490,19,TRUE,50,0,25,10,15,0
491,19,TRUE,50,10,10,20,5,5
492,19,TRUE,0,30,30,0,30,10
493,19,TRUE,25,25,10,20,10,10
494,19,TRUE,45,2,5,8,20,20
495,19,TRUE,20,10,20,20,15,15
496,20,FALSE,30,10,20,30,0,10
497,20,FALSE,30,10,10,20,10,20
498,20,FALSE,25,8,7,25,15,20
499,20,FALSE,60,6,6,20,1,7
500,20,FALSE,50,5,10,20,5,10
501,20,FALSE,40,15,5,30,5,5
502,20,TRUE,20,20,20,10,10,20
503,20,TRUE,20,15,15,15,20,15
504,20,TRUE,30,10,10,20,20,10
505,20,TRUE,18,16,16,18,16,16
506,20,TRUE,20,20,10,20,10,20
507,20,TRUE,30,10,10,30,10,10
508,20,TRUE,15,20,20,20,15,10
509,21,FALSE,50,10,10,10,10,10
510,21,FALSE,35,10,10,25,5,15
511,21,FALSE,60,5,10,10,5,10
512,21,FALSE,50,5,5,20,10,10
513,21,FALSE,90,0,0,10,0,0
514,21,FALSE,30,5,15,30,0,20
515,21,FALSE,30,15,20,15,5,15
516,21,FALSE,40,5,10,20,5,20
517,21,FALSE,30,20,15,15,10,10
518,21,FALSE,35,10,10,30,5,10
519,21,FALSE,80,2,5,10,1,2
520,21,FALSE,40,5,15,20,10,10
521,21,FALSE,20,15,20,20,15,10
522,21,FALSE,20,15,15,20,10,20
523,21,FALSE,10,25,20,20,5,20
524,21,FALSE,35,10,15,20,10,10
525,21,FALSE,50,5,5,25,5,10
526,21,FALSE,50,10,10,10,10,10
527,21,FALSE,70,5,5,5,10,5
528,21,FALSE,55,5,10,10,10,10
529,21,FALSE,25,25,10,10,5,25
530,21,FALSE,40,10,10,10,10,20
531,21,TRUE,30,30,0,20,0,20
532,21,TRUE,20,20,20,20,10,10
533,21,TRUE,25,15,15,15,15,15
534,21,TRUE,25,25,25,10,10,5
535,21,TRUE,20,15,15,20,20,10
536,21,TRUE,30,5,10,20,30,5
537,21,TRUE,15,10,15,25,15,25
538,21,TRUE,40,20,0,30,10,0
539,21,TRUE,20,15,20,15,25,5
540,21,TRUE,20,30,10,20,10,10
541,21,TRUE,10,25,25,20,10,10
542,21,TRUE,30,20,10,20,5,15
543,21,TRUE,20,16,16,17,16,15
544,21,TRUE,20,20,10,20,10,20
545,21,TRUE,20,20,10,20,25,5
546,21,TRUE,30,10,10,30,10,10
547,21,TRUE,25,20,10,25,15,5
548,21,TRUE,30,20,20,0,10,20
549,21,TRUE,35,10,10,15,20,10
550,21,TRUE,20,3,30,30,13,4
551,21,TRUE,60,0,0,40,0,0
552,21,TRUE,50,0,0,30,0,20
